mu_V_ratio,J_V_ratio,sigma
5.050505050505050830e-01,-4.797979797979797567e+00,1.977709116160552005e-01
5.555555555555555802e-01,-4.797979797979797567e+00,1.979281736937195113e-01
6.060606060606060774e-01,-4.797979797979797567e+00,1.980881372408128671e-01
6.565656565656565746e-01,-4.797979797979797567e+00,1.982508547428966927e-01
7.070707070707070718e-01,-4.797979797979797567e+00,1.984163790907514102e-01
7.575757575757575690e-01,-4.797979797979797567e+00,1.985847634930594241e-01
8.080808080808080662e-01,-4.797979797979797567e+00,1.987560613764643713e-01
8.585858585858585634e-01,-4.797979797979797567e+00,1.989303262715581555e-01
9.090909090909090606e-01,-4.797979797979797567e+00,1.991076116832362353e-01
9.595959595959595578e-01,-4.797979797979797567e+00,1.992879709436515268e-01
1.010101010101010166e+00,-4.797979797979797567e+00,1.994714570458381298e-01
1.060606060606060552e+00,-4.797979797979797567e+00,1.996581224558515444e-01
1.111111111111111160e+00,-4.797979797979797567e+00,1.998480189010368169e-01
1.161616161616161547e+00,-4.797979797979797567e+00,2.000411971317917204e-01
1.212121212121212155e+00,-4.797979797979797567e+00,2.002377066538803263e-01
1.262626262626262541e+00,-4.797979797979797567e+00,2.004375954280810390e-01
1.313131313131313149e+00,-4.797979797979797567e+00,2.006409095335436044e-01
1.363636363636363535e+00,-4.797979797979797567e+00,2.008476927908907639e-01
1.414141414141414144e+00,-4.797979797979797567e+00,2.010579863406591339e-01
1.464646464646464530e+00,-4.797979797979797567e+00,2.012718281721727065e-01
1.515151515151515138e+00,-4.797979797979797567e+00,2.014892525974685544e-01
1.565656565656565524e+00,-4.797979797979797567e+00,2.017102896642703480e-01
1.616161616161616132e+00,-4.797979797979797567e+00,2.019349645013906180e-01
1.666666666666666741e+00,-4.797979797979797567e+00,2.021632965892452560e-01
1.717171717171717127e+00,-4.797979797979797567e+00,2.023952989473803976e-01
1.767676767676767735e+00,-4.797979797979797567e+00,2.026309772300615153e-01
1.818181818181818121e+00,-4.797979797979797567e+00,2.028703287200644689e-01
1.868686868686868729e+00,-4.797979797979797567e+00,2.031133412097602953e-01
1.919191919191919116e+00,-4.797979797979797567e+00,2.033599917575093230e-01
1.969696969696969724e+00,-4.797979797979797567e+00,2.036102453061253703e-01
2.020202020202020332e+00,-4.797979797979797567e+00,2.038640531489150365e-01
2.070707070707070496e+00,-4.797979797979797567e+00,2.041213512273039321e-01
2.121212121212121104e+00,-4.797979797979797567e+00,2.043820582425981691e-01
2.171717171717171713e+00,-4.797979797979797567e+00,2.046460735627466943e-01
2.222222222222222321e+00,-4.797979797979797567e+00,2.049132749032305800e-01
2.272727272727272485e+00,-4.797979797979797567e+00,2.051835157593690506e-01
2.323232323232323093e+00,-4.797979797979797567e+00,2.054566225654041733e-01
2.373737373737373701e+00,-4.797979797979797567e+00,2.057323915536888037e-01
2.424242424242424310e+00,-4.797979797979797567e+00,2.060105852853122421e-01
2.474747474747474918e+00,-4.797979797979797567e+00,2.062909288214327674e-01
2.525252525252525082e+00,-4.797979797979797567e+00,2.065731055025731289e-01
2.575757575757575690e+00,-4.797979797979797567e+00,2.068567523013452036e-01
2.626262626262626299e+00,-4.797979797979797567e+00,2.071414547123258676e-01
2.676767676767676907e+00,-4.797979797979797567e+00,2.074267411415971207e-01
2.727272727272727071e+00,-4.797979797979797567e+00,2.077120767575453553e-01
2.777777777777777679e+00,-4.797979797979797567e+00,2.079968567644693012e-01
2.828282828282828287e+00,-4.797979797979797567e+00,2.082803990612478173e-01
2.878787878787878896e+00,-4.797979797979797567e+00,2.085619362493709161e-01
2.929292929292929060e+00,-4.797979797979797567e+00,2.088406069581828506e-01
2.979797979797979668e+00,-4.797979797979797567e+00,2.091154464607933028e-01
3.030303030303030276e+00,-4.797979797979797567e+00,2.093853765622307739e-01
3.080808080808080884e+00,-4.797979797979797567e+00,2.096491947526923638e-01
3.131313131313131048e+00,-4.797979797979797567e+00,2.099055626339164371e-01
3.181818181818181657e+00,-4.797979797979797567e+00,2.101529936465522941e-01
3.232323232323232265e+00,-4.797979797979797567e+00,2.103898401518798922e-01
3.282828282828282873e+00,-4.797979797979797567e+00,2.106142799534413135e-01
3.333333333333333481e+00,-4.797979797979797567e+00,2.108243023839661001e-01
3.383838383838383645e+00,-4.797979797979797567e+00,2.110176941318300803e-01
3.434343434343434254e+00,-4.797979797979797567e+00,2.111920250399870469e-01
3.484848484848484862e+00,-4.797979797979797567e+00,2.113446341799289918e-01
3.535353535353535470e+00,-4.797979797979797567e+00,2.114726165844554306e-01
3.585858585858585634e+00,-4.797979797979797567e+00,2.115728111159336511e-01
3.636363636363636243e+00,-4.797979797979797567e+00,2.116417900509164063e-01
3.686868686868686851e+00,-4.797979797979797567e+00,2.116758510758200151e-01
3.737373737373737459e+00,-4.797979797979797567e+00,2.116710125090224826e-01
3.787878787878787623e+00,-4.797979797979797567e+00,2.116230126873890061e-01
3.838383838383838231e+00,-4.797979797979797567e+00,2.115273145731959015e-01
3.888888888888888840e+00,-4.797979797979797567e+00,2.113791167408024252e-01
3.939393939393939448e+00,-4.797979797979797567e+00,2.111733719792663055e-01
3.989898989898989612e+00,-4.797979797979797567e+00,2.109048147815585361e-01
4.040404040404040664e+00,-4.797979797979797567e+00,2.105679989651693118e-01
4.090909090909090828e+00,-4.797979797979797567e+00,2.101573465625179438e-01
4.141414141414140992e+00,-4.797979797979797567e+00,2.096672089116378979e-01
4.191919191919192045e+00,-4.797979797979797567e+00,2.090919405490439809e-01
4.242424242424242209e+00,-4.797979797979797567e+00,2.084259860424632904e-01
4.292929292929293261e+00,-4.797979797979797567e+00,2.076639792947423679e-01
4.343434343434343425e+00,-4.797979797979797567e+00,2.068008541076943874e-01
4.393939393939393590e+00,-4.797979797979797567e+00,2.058319639383482946e-01
4.444444444444444642e+00,-4.797979797979797567e+00,2.047532078527610766e-01
4.494949494949494806e+00,-4.797979797979797567e+00,2.035611587479477513e-01
4.545454545454544970e+00,-4.797979797979797567e+00,2.022531890546408195e-01
4.595959595959596022e+00,-4.797979797979797567e+00,2.008275884505961451e-01
4.646464646464646187e+00,-4.797979797979797567e+00,1.992836677093142994e-01
4.696969696969697239e+00,-4.797979797979797567e+00,1.976218427767316710e-01
4.747474747474747403e+00,-4.797979797979797567e+00,1.958436935787174760e-01
4.797979797979797567e+00,-4.797979797979797567e+00,1.939519929451873625e-01
4.848484848484848619e+00,-4.797979797979797567e+00,1.919507023701741422e-01
4.898989898989898784e+00,-4.797979797979797567e+00,1.898449330318921768e-01
4.949494949494949836e+00,-4.797979797979797567e+00,1.876408724395932093e-01
5.000000000000000000e+00,-4.797979797979797567e+00,1.853456790816661315e-01
0.000000000000000000e+00,-4.696969696969697239e+00,1.957893032073742268e-01
5.050505050505050414e-02,-4.696969696969697239e+00,1.959241103034505549e-01
1.010101010101010083e-01,-4.696969696969697239e+00,1.960612055553476729e-01
1.515151515151515194e-01,-4.696969696969697239e+00,1.962006371209963629e-01
2.020202020202020166e-01,-4.696969696969697239e+00,1.963424540273739360e-01
2.525252525252525415e-01,-4.696969696969697239e+00,1.964867061536744453e-01
3.030303030303030387e-01,-4.696969696969697239e+00,1.966334442096586976e-01
3.535353535353535359e-01,-4.696969696969697239e+00,1.967827197086138569e-01
4.040404040404040331e-01,-4.696969696969697239e+00,1.969345849342393484e-01
4.545454545454545303e-01,-4.696969696969697239e+00,1.970890929007414749e-01
5.050505050505050830e-01,-4.696969696969697239e+00,1.972462973053018820e-01
5.555555555555555802e-01,-4.696969696969697239e+00,1.974062524720258394e-01
6.060606060606060774e-01,-4.696969696969697239e+00,1.975690132863587023e-01
6.565656565656565746e-01,-4.696969696969697239e+00,1.977346351188411511e-01
7.070707070707070718e-01,-4.696969696969697239e+00,1.979031737369710275e-01
7.575757575757575690e-01,-4.696969696969697239e+00,1.980746852037810757e-01
8.080808080808080662e-01,-4.696969696969697239e+00,1.982492257615966758e-01
8.585858585858585634e-01,-4.696969696969697239e+00,1.984268516992755693e-01
9.090909090909090606e-01,-4.696969696969697239e+00,1.986076192010144681e-01
9.595959595959595578e-01,-4.696969696969697239e+00,1.987915841746496493e-01
1.010101010101010166e+00,-4.696969696969697239e+00,1.989788020570737170e-01
1.060606060606060552e+00,-4.696969696969697239e+00,1.991693275942010566e-01
1.111111111111111160e+00,-4.696969696969697239e+00,1.993632145925881283e-01
1.161616161616161547e+00,-4.696969696969697239e+00,1.995605156394835156e-01
1.212121212121212155e+00,-4.696969696969697239e+00,1.997612817877873204e-01
1.262626262626262541e+00,-4.696969696969697239e+00,1.999655622019232137e-01
1.313131313131313149e+00,-4.696969696969697239e+00,2.001734037602651561e-01
1.363636363636363535e+00,-4.696969696969697239e+00,2.003848506092291981e-01
1.414141414141414144e+00,-4.696969696969697239e+00,2.005999436636174138e-01
1.464646464646464530e+00,-4.696969696969697239e+00,2.008187200472219547e-01
1.515151515151515138e+00,-4.696969696969697239e+00,2.010412124670155620e-01
1.565656565656565524e+00,-4.696969696969697239e+00,2.012674485135445834e-01
1.616161616161616132e+00,-4.696969696969697239e+00,2.014974498793241642e-01
1.666666666666666741e+00,-4.696969696969697239e+00,2.017312314861720302e-01
1.717171717171717127e+00,-4.696969696969697239e+00,2.019688005114155804e-01
1.767676767676767735e+00,-4.696969696969697239e+00,2.022101553018531284e-01
1.818181818181818121e+00,-4.696969696969697239e+00,2.024552841631492572e-01
1.868686868686868729e+00,-4.696969696969697239e+00,2.027041640111051923e-01
1.919191919191919116e+00,-4.696969696969697239e+00,2.029567588697617220e-01
1.969696969696969724e+00,-4.696969696969697239e+00,2.032130181998309248e-01
2.020202020202020332e+00,-4.696969696969697239e+00,2.034728750392513497e-01
2.070707070707070496e+00,-4.696969696969697239e+00,2.037362439358633148e-01
2.121212121212121104e+00,-4.696969696969697239e+00,2.040030186503049014e-01
2.171717171717171713e+00,-4.696969696969697239e+00,2.042730696051346106e-01
2.222222222222222321e+00,-4.696969696969697239e+00,2.045462410540310749e-01
2.272727272727272485e+00,-4.696969696969697239e+00,2.048223479426174165e-01
2.323232323232323093e+00,-4.696969696969697239e+00,2.051011724300993433e-01
2.373737373737373701e+00,-4.696969696969697239e+00,2.053824600384780430e-01
2.424242424242424310e+00,-4.696969696969697239e+00,2.056659153936728768e-01
2.474747474747474918e+00,-4.696969696969697239e+00,2.059511975205383372e-01
2.525252525252525082e+00,-4.696969696969697239e+00,2.062379146515392891e-01
2.575757575757575690e+00,-4.696969696969697239e+00,2.065256185069396233e-01
2.626262626262626299e+00,-4.696969696969697239e+00,2.068137980028030287e-01
2.676767676767676907e+00,-4.696969696969697239e+00,2.071018723422334840e-01
2.727272727272727071e+00,-4.696969696969697239e+00,2.073891834452320226e-01
2.777777777777777679e+00,-4.696969696969697239e+00,2.076749876736443678e-01
2.828282828282828287e+00,-4.696969696969697239e+00,2.079584468103751749e-01
2.878787878787878896e+00,-4.696969696969697239e+00,2.082386182566717814e-01
2.929292929292929060e+00,-4.696969696969697239e+00,2.085144444185578760e-01
2.979797979797979668e+00,-4.696969696969697239e+00,2.087847412639770583e-01
3.030303030303030276e+00,-4.696969696969697239e+00,2.090481860467306996e-01
3.080808080808080884e+00,-4.696969696969697239e+00,2.093033042128358001e-01
3.131313131313131048e+00,-4.696969696969697239e+00,2.095484555304653607e-01
3.181818181818181657e+00,-4.696969696969697239e+00,2.097818195174794842e-01
3.232323232323232265e+00,-4.696969696969697239e+00,2.100013802818710695e-01
3.282828282828282873e+00,-4.696969696969697239e+00,2.102049109418199779e-01
3.333333333333333481e+00,-4.696969696969697239e+00,2.103899578546314375e-01
3.383838383838383645e+00,-4.696969696969697239e+00,2.105538249591312194e-01
3.434343434343434254e+00,-4.696969696969697239e+00,2.106935586250342496e-01
3.484848484848484862e+00,-4.696969696969697239e+00,2.108059335059855322e-01
3.535353535353535470e+00,-4.696969696969697239e+00,2.108874400103570856e-01
3.585858585858585634e+00,-4.696969696969697239e+00,2.109342741341334038e-01
3.636363636363636243e+00,-4.696969696969697239e+00,2.109423305406384896e-01
3.686868686868686851e+00,-4.696969696969697239e+00,2.109071999176788670e-01
3.737373737373737459e+00,-4.696969696969697239e+00,2.108241717865602938e-01
3.787878787878787623e+00,-4.696969696969697239e+00,2.106882440687888602e-01
3.838383838383838231e+00,-4.696969696969697239e+00,2.104941408212076814e-01
