N,M,T,V,J_V_final,GROUND_STATE_OVERLAP,ENERGY_DIFFERENCE
2,2,5.4625,-1,0.5,0.9975171855105817,0.005154763261242312
2,2,5.4625,-1,0.5,0.9975171855105817,0.005154763261242312
2,2,5.4625,-1,2.0,0.9999926373341886,5.2529160958769694e-05
2,2,5.4625,-1,2.0,0.9999926373341886,5.2529160958769694e-05
2,2,5.4625,1,0.0,1.290974915847069e-33,1.00010638971959
2,2,5.4625,1,0.0,1.290974915847069e-33,1.00010638971959
2,2,5.4625,1,0.5,9.07266849896573e-18,0.5404292296285985
2,2,5.4625,1,0.5,9.07266849896573e-18,0.5404292296285985
2,2,5.4625,1,2.0,0.99994795505151,0.00028557022520292463
2,2,5.4625,1,2.0,0.99994795505151,0.00028557022520292463
2,2,5.875,-1,0.0,0.98961978434924,0.01038021565075975
2,2,5.875,-1,0.0,0.98961978434924,0.01038021565075975
2,2,5.875,-1,0.5,0.9983638985447375,0.003477947926013858
2,2,5.875,-1,0.5,0.9983638985447375,0.003477947926013858
2,2,5.875,-1,2.0,0.9999871305723216,0.00010339146345206274
2,2,5.875,-1,2.0,0.9999871305723216,0.00010339146345206274
2,2,5.875,1,0.0,1.3240768367662246e-34,1.000078944511183
2,2,5.875,1,0.0,1.3240768367662246e-34,1.000078944511183
2,2,5.875,1,0.5,9.360019529721966e-32,0.7047069349301636
2,2,5.875,1,0.5,9.360019529721966e-32,0.7047069349301636
2,2,5.875,1,2.0,0.9996339561766829,0.0013290747991314689
2,2,5.875,1,2.0,0.9996339561766829,0.0013290747991314689
2,2,6.2875000000000005,-1,0.0,0.9908524898780409,0.009147510121959135
2,2,6.2875000000000005,-1,0.0,0.9908524898780409,0.009147510121959135
2,2,6.2875000000000005,-1,0.5,0.9988241434225524,0.00241674203035247
2,2,6.2875000000000005,-1,0.5,0.9988241434225524,0.00241674203035247
2,2,6.2875000000000005,-1,2.0,0.99999651579738,2.760276512425719e-05
2,2,6.2875000000000005,-1,2.0,0.99999651579738,2.760276512425719e-05
2,2,6.2875000000000005,1,0.0,4.634268928681786e-34,1.0000304758029368
2,2,6.2875000000000005,1,0.0,4.634268928681786e-34,1.0000304758029368
2,2,6.2875000000000005,1,0.5,1.0048394375573654e-17,0.5377587103434971
2,2,6.2875000000000005,1,0.5,1.0048394375573654e-17,0.5377587103434971
2,2,6.2875000000000005,1,2.0,0.9999863559292173,0.00010881794151984536
2,2,6.2875000000000005,1,2.0,0.9999863559292173,0.00010881794151984536
2,2,6.7,-1,0.0,0.9888082804969416,0.011191719503058195
2,2,6.7,-1,0.0,0.9888082804969416,0.011191719503058195
2,2,6.7,-1,0.5,0.9989053837545628,0.0022432372691088
2,2,6.7,-1,0.5,0.9989053837545628,0.0022432372691088
2,2,6.7,-1,2.0,0.9999952254344783,3.7728883730103746e-05
2,2,6.7,1,0.0,1.1435209044799213e-34,1.0000320796897055
2,2,6.7,1,0.0,1.1435209044799213e-34,1.0000320796897055
2,2,6.7,1,0.5,8.745429062660027e-18,0.5322182046916187
2,2,6.7,1,2.0,0.9999847484210255,0.00011402580821018304
2,2,7.1125,-1,0.0,0.9863506732630405,0.0136493267369594
2,2,7.1125,-1,0.5,0.9988922453091564,0.002284589519079283
2,2,7.1125,-1,2.0,0.9999995683910707,2.719111434679178e-06
2,2,7.1125,1,0.0,1.5467624865859988e-33,1.000067591883837
2,2,7.1125,1,0.5,1.0196076913156178e-17,0.5289708197400773
2,2,7.1125,1,2.0,0.9999994132264391,3.3544233000171175e-06
2,2,7.525,-1,0.0,0.9878413808243528,0.01215861917564709
2,2,7.525,-1,0.5,0.9987600341971018,0.002528148607833902
2,2,7.525,-1,2.0,0.9999997580055566,1.8324006214598398e-06
2,2,7.525,1,0.0,3.137159323474521e-34,1.0000302674118362
2,2,7.525,1,0.5,1.0024540124320306e-17,0.5341677322902814
2,2,7.525,1,2.0,0.9999920804054886,2.8357398166534153e-05
2,2,7.9375,-1,0.0,0.9851987241022973,0.014801275897702526
2,2,7.9375,-1,0.5,0.9987748559001284,0.002502322182865946
2,2,7.9375,-1,2.0,0.9999960833762341,2.521624402174183e-05
2,2,7.9375,1,0.0,3.912045199536573e-35,1.0000304835604126
2,2,7.9375,1,0.5,1.1554378898761396e-19,0.6962773121361572
2,2,7.9375,1,2.0,0.9999997457860931,2.0363554225077962e-06
2,2,8.35,-1,0.0,0.9833804785959719,0.01661952140402778
2,2,8.35,-1,0.5,0.9988357490204264,0.0023880172988979265
2,2,8.35,-1,2.0,0.9999998446906186,1.2004473397553284e-06
2,2,8.35,1,0.0,1.6516775203064935e-30,1.3643863081525938
2,2,8.35,1,0.5,8.862871053472036e-18,0.531889516480074
2,2,8.35,1,2.0,0.9999956512087851,3.472580139263215e-05
2,2,8.762500000000001,-1,0.0,0.9876578014055308,0.012342198594468945
2,2,8.762500000000001,-1,0.5,0.9984758807421817,0.0031901353996486304
2,2,8.762500000000001,-1,2.0,0.9999992680760048,5.340663646435928e-06
2,2,8.762500000000001,1,0.0,1.88079096131566e-36,1.0000244539427368
2,2,8.762500000000001,1,0.5,9.516930977253788e-18,0.5228508230105872
2,2,8.762500000000001,1,2.0,0.9999954903708923,1.941714589914767e-05
2,2,9.175,-1,0.0,0.989657223212862,0.010342776787137908
2,2,9.175,-1,0.5,0.9985624487105821,0.002989512733303945
2,2,9.175,-1,2.0,0.9999985655018555,7.80814513134942e-06
2,2,9.175,1,0.0,6.800940116117427e-34,1.0000263570630576
2,2,9.175,1,0.5,9.604930037459909e-18,0.5236609814315951
2,2,9.175,1,2.0,0.9999995241088312,3.66543441066014e-06
2,2,9.5875,-1,0.0,0.9937911767730749,0.006208823226924842
2,2,9.5875,-1,0.5,0.9986688778265863,0.0027662704247559677
2,2,9.5875,-1,2.0,0.9999993198280671,4.865754272387335e-06
2,2,9.5875,1,0.0,3.370612501547827e-34,1.000175739070148
2,2,9.5875,1,0.5,9.543799652506414e-18,0.537149556533149
2,2,9.5875,1,2.0,0.9999989927600865,4.4012185078656785e-06
2,3,0.1,-1,0.0,0.002017668222193799,0.9979823317778062
2,3,0.1,-1,0.0,0.00201767617599646,0.9979823238240035
2,3,0.1,-1,0.5,0.045841698174394256,1.975429309989499
2,3,0.1,-1,0.5,0.0458416981475493,1.9754293101477025
2,3,0.1,-1,2.0,0.0667292746610978,5.9679096884042275
2,3,0.1,1,0.0,1.0532429383367696e-35,1.0001635747148927
2,3,0.1,1,0.0,1.8431751476945407e-35,1.0001635747104225
2,3,0.1,1,0.5,-1.9726781676449885e-20,1.3465480742586264
2,3,0.1,1,0.5,8.126979554217912e-21,1.3465480608316387
2,3,0.1,1,2.0,0.0766628353258374,4.990851333486428
2,3,0.5125000000000001,-1,0.0,0.5389906789648605,0.46100932103513936
2,3,0.5125000000000001,-1,0.5,0.7143096547870987,0.4620993852146431
2,3,0.5125000000000001,-1,2.0,0.7890145956552799,1.1573819337531894
2,3,0.5125000000000001,-1,2.0,0.7890831206303623,1.1572533750789207
2,3,0.5125000000000001,1,0.0,1.324076837326744e-34,1.0001259635540487
2,3,0.5125000000000001,1,0.5,-3.67402342976064e-19,1.308945527352973
2,3,0.5125000000000001,1,0.5,-1.203042255501018e-19,1.308944934421318
2,3,0.5125000000000001,1,2.0,0.7275749682039448,1.1992793432858604
2,3,0.5125000000000001,1,2.0,0.7275723954963412,1.1992948473296265
2,3,0.925,-1,0.0,0.610739658989961,0.3892603410100389
2,3,0.925,-1,0.0,0.6107258718753958,0.38927412812460405
2,3,0.925,-1,0.5,0.9303881488044774,0.15040375330351607
2,3,0.925,-1,0.5,0.930384738877552,0.15041192049927088
2,3,0.925,-1,2.0,0.9710686014767023,0.17252577459691665
2,3,0.925,-1,2.0,0.9710680440392949,0.17253033540566776
2,3,0.925,1,0.0,1.3240768367662246e-34,1.0000909029941814
2,3,0.925,1,0.0,1.22251443426188e-35,1.0000909015020867
2,3,0.925,1,0.5,-1.1921787915084354e-19,1.3494666549546477
2,3,0.925,1,0.5,2.8550219051754977e-19,1.6026487642587508
2,3,0.925,1,2.0,0.9708492727592788,0.14881887000200322
2,3,0.925,1,2.0,0.970849247059219,0.14881902188070129
2,3,1.3375000000000001,-1,0.0,0.6619625911762606,0.33803740882373934
2,3,1.3375000000000001,-1,0.0,0.6618465335352259,0.33815346646477384
2,3,1.3375000000000001,-1,0.5,0.9677742677345835,0.07465362361616545
2,3,1.3375000000000001,-1,0.5,0.9677822198471859,0.07464139057683106
2,3,1.3375000000000001,-1,2.0,0.995794035762773,0.02573610077892674
2,3,1.3375000000000001,-1,2.0,0.9957936983327258,0.0257395619798908
2,3,1.3375000000000001,1,0.0,7.222237291452134e-35,1.0000666748904998
2,3,1.3375000000000001,1,0.0,5.266214826208501e-35,1.0000666722371712
2,3,1.3375000000000001,1,0.5,-2.7759156821698136e-18,1.1073642500648084
2,3,1.3375000000000001,1,0.5,-1.3899384191173654e-18,1.107364250064808
2,3,1.3375000000000001,1,2.0,0.9959246218969721,0.02147683384908916
2,3,1.3375000000000001,1,2.0,0.9959226793555558,0.021478522290009572
2,3,1.7500000000000002,-1,0.0,0.048751605508966706,0.9512483944910333
2,3,1.7500000000000002,-1,0.0,0.052469065472361784,0.9475309345276381
2,3,1.7500000000000002,-1,0.5,0.9793989604152664,0.04580071523791829
2,3,1.7500000000000002,-1,0.5,0.9793884714717491,0.04591864291097214
2,3,1.7500000000000002,-1,2.0,0.9972240317280439,0.017015261043154872
2,3,1.7500000000000002,-1,2.0,0.9972371382852105,0.01694114688309689
2,3,1.7500000000000002,1,0.0,7.229290257557068e-35,1.0000522833445373
2,3,1.7500000000000002,1,0.0,4.729120978442858e-31,1.0633706645498677
2,3,1.7500000000000002,1,0.5,2.463397999702204e-19,1.1482923906067781
2,3,1.7500000000000002,1,0.5,-4.124461707115703e-19,1.1482905958020209
2,3,1.7500000000000002,1,2.0,0.9976168592657619,0.012250018868493306
2,3,1.7500000000000002,1,2.0,0.9976435409908587,0.012147394828865288
2,3,10.0,-1,0.0,0.9906362432245961,0.009363756775403798
2,3,10.0,-1,0.0,0.9967734588499254,0.003226541150074369
2,3,10.0,-1,0.5,0.9853488699978239,0.02433116234716448
2,3,10.0,-1,0.5,0.9853343183765839,0.024400568077016294
2,3,10.0,-1,2.0,0.9998352877739176,0.0009346724258731953
2,3,10.0,-1,2.0,0.9998352875868339,0.0009346734683566282
2,3,10.0,1,0.0,1.9864914133416e-33,1.0000177190731971
2,3,10.0,1,0.0,1.3278426840171736e-34,1.0000177103741779
2,3,10.0,1,0.5,-3.863959774842803e-18,0.9152146435000318
2,3,10.0,1,0.5,5.160336097373164e-19,0.9150543876231132
2,3,10.0,1,2.0,0.9998540606096932,0.0007168745513332908
2,3,10.0,1,2.0,0.9998540588218235,0.0007169078897106829
2,3,2.1625,-1,0.0,0.7607337379816116,0.2392662620183882
2,3,2.1625,-1,0.0,0.7615731214473133,0.23842687855268663
2,3,2.1625,-1,0.5,0.9882318340367897,0.023383278152650844
2,3,2.1625,-1,0.5,0.9882317199055455,0.023383591897272904
2,3,2.1625,-1,2.0,0.9984139341531124,0.010102543710675427
2,3,2.1625,-1,2.0,0.9984139167697492,0.010102530862253545
2,3,2.1625,1,0.0,3.535887007273441e-35,1.0000590153757505
2,3,2.1625,1,0.0,6.6203851170959e-35,1.000060548213544
2,3,2.1625,1,0.5,-3.780354226737781e-18,1.1336754792968629
2,3,2.1625,1,0.5,-5.459988129085916e-19,1.1336763780959973
2,3,2.1625,1,2.0,0.9984012947588634,0.007557405865440181
2,3,2.1625,1,2.0,0.9984012943856477,0.00755741133085408
2,3,2.575,-1,0.0,0.7966573507986718,0.20334264920132783
2,3,2.575,-1,0.0,0.7981089723328185,0.20189102766718126
2,3,2.575,-1,0.5,0.9909910923326426,0.016796051616637664
2,3,2.575,-1,0.5,0.9911054959992488,0.016593967655142983
2,3,2.575,-1,2.0,0.9991008973782612,0.005874445823318197
2,3,2.575,-1,2.0,0.9991009355382485,0.005874308689033825
2,3,2.575,1,0.0,1.598672317118311e-34,1.0000487062874504
2,3,2.575,1,0.0,3.912053055776283e-35,1.0000487030817455
2,3,2.575,1,0.5,-2.079819247269937e-18,1.110502613451665
2,3,2.575,1,0.5,-3.3267254000863283e-19,1.1105130899122808
2,3,2.575,1,2.0,0.9994164018720663,0.0030124365528303443
2,3,2.575,1,2.0,0.9993995435733244,0.0031969826651563338
2,3,2.9875000000000003,-1,0.0,0.8268941601930526,0.17310583980694716
2,3,2.9875000000000003,-1,0.0,0.82694214525066,0.17305785474933988
2,3,2.9875000000000003,-1,0.5,0.9900251083385587,0.018662468602136384
2,3,2.9875000000000003,-1,0.5,0.9900360728499595,0.01865269576352535
2,3,2.9875000000000003,-1,2.0,0.9997023450906957,0.0018577522341569619
2,3,2.9875000000000003,-1,2.0,0.9996985637808522,0.0018836677946199032
2,3,2.9875000000000003,1,0.0,3.069450848867157e-34,1.0001115402557594
2,3,2.9875000000000003,1,0.0,1.2037090277040922e-34,1.0002667040226019
2,3,2.9875000000000003,1,0.5,-1.820344135430083e-18,1.0916462744556419
2,3,2.9875000000000003,1,0.5,-7.80581815687867e-19,1.0916460831386492
2,3,2.9875000000000003,1,2.0,0.9991131282121382,0.004401207757346093
2,3,2.9875000000000003,1,2.0,0.9991131253384008,0.00440122130684184
2,3,3.4000000000000004,-1,0.0,0.8551451606682356,0.14485483933176424
2,3,3.4000000000000004,-1,0.0,0.8551902734576154,0.1448097265423841
2,3,3.4000000000000004,-1,0.5,0.9909994866377432,0.01670668388369534
2,3,3.4000000000000004,-1,2.0,0.9989397063888741,0.0065836867931565735
2,3,3.4000000000000004,1,0.0,-2.0620221867197572e-21,1.0000425578026129
2,3,3.4000000000000004,1,0.0,2.5796582231041097e-29,1.0000425612111437
2,3,3.4000000000000004,1,0.5,-5.889291395034656e-19,1.0746904591384203
2,3,3.4000000000000004,1,2.0,0.9992595132837255,0.0038142099978228927
2,3,3.8125000000000004,-1,0.0,0.8889767028941831,0.11102329710581671
2,3,3.8125000000000004,-1,0.5,0.9922311212952056,0.014464124101764009
2,3,3.8125000000000004,-1,2.0,0.9999365928416366,0.000389247121491465
2,3,3.8125000000000004,1,0.0,6.018843173404086e-36,1.0000375656647238
2,3,3.8125000000000004,1,0.5,-2.5821335026103305e-18,1.057302229267745
2,3,3.8125000000000004,1,2.0,0.9993139601439468,0.0035780916018319786
2,3,4.225,-1,0.0,0.9165625444372356,0.08343745556276405
2,3,4.225,-1,0.5,0.994069169973776,0.010488086164800459
2,3,4.225,-1,2.0,0.9999087544790655,0.0005639001093173945
2,3,4.225,1,0.0,4.938957064414923e-34,1.000044813019993
2,3,4.225,1,0.5,-1.7020701032001254e-18,1.0458085134826185
2,3,4.225,1,2.0,0.9998158561597914,0.0009621654982066019
2,3,4.6375,-1,0.0,0.9374853889902846,0.06251461100971523
2,3,4.6375,-1,0.5,0.9926356943036309,0.013883112891770688
2,3,4.6375,-1,2.0,0.9998523014633378,0.000894517837869202
2,3,4.6375,1,0.0,4.423626958730508e-34,1.0000314856170878
2,3,4.6375,1,0.5,-3.355864856061415e-18,1.0311563622096656
2,3,4.6375,1,2.0,0.9998945332214452,0.0005475501899239177
2,3,5.05,-1,0.0,0.9112002830475302,0.08879971695246969
2,3,5.05,-1,0.5,0.9905603531956871,0.0184027924139738
2,3,5.05,-1,2.0,0.9999365420014046,0.00039671494478721314
2,3,5.05,1,0.0,6.168994353115365e-35,1.0000309589604555
2,3,5.05,1,0.5,-2.615105601183448e-18,1.019908218864709
2,3,5.05,1,2.0,0.999836704252037,0.0008477935083233135
2,3,5.4625,-1,0.0,0.9344624868027203,0.0655375131972794
2,3,5.4625,-1,0.5,0.9870565774593006,0.02532367374193578
2,3,5.4625,-1,2.0,0.9999711372336872,0.0001806585996080301
2,3,5.4625,1,0.0,2.1245414699021696e-33,1.0000118991481106
2,3,5.4625,1,0.5,-3.941829518454455e-18,1.010614262344755
2,3,5.4625,1,2.0,0.9999235742206666,0.0003680290446919088
2,3,5.875,-1,0.0,0.9472696361237574,0.052730363876242414
2,3,5.875,-1,0.5,0.9867407017076336,0.025512777562483935
2,3,5.875,-1,2.0,0.9999558452265548,0.0002723320958750719
2,3,5.875,1,0.0,2.467597741246146e-34,1.0000269404105497
2,3,5.875,1,0.5,-2.181293525934793e-18,1.0910188069246043
2,3,5.875,1,2.0,0.9999669375094022,0.00017071015094138886
2,3,6.2875000000000005,-1,0.0,0.9416835370759234,0.05831646292407644
2,3,6.2875000000000005,-1,0.5,0.9937973050521772,0.011719580342826719
2,3,6.2875000000000005,-1,2.0,0.9999437499628551,0.00035629446470597514
2,3,6.2875000000000005,1,0.0,9.08799428206344e-34,1.0000304592065563
2,3,6.2875000000000005,1,0.5,-3.6511169053325835e-19,1.013564418818561
2,3,6.2875000000000005,1,2.0,0.9999501574902778,0.0002466966776397683
2,3,6.7,-1,0.0,0.9605316521828511,0.0394683478171487
2,3,6.7,-1,0.5,0.992277403341242,0.015033771635657445
2,3,6.7,-1,2.0,0.9999910602255089,5.6869895100675194e-05
2,3,6.7,-1,2.0,0.9999910598926128,5.687178968738493e-05
2,3,6.7,1,0.0,5.010427120944918e-34,1.0000489149227194
2,3,6.7,1,0.5,9.990877318294749e-20,1.0990358041941732
2,3,6.7,1,0.5,-6.023513308371943e-19,1.0973275781623781
2,3,6.7,1,2.0,0.9999382609931351,0.0003004084242990146
2,3,6.7,1,2.0,0.9999382607398931,0.0003004097880330292
2,3,7.1125,-1,0.0,0.9531593158900726,0.046840684109927144
2,3,7.1125,-1,0.0,0.9562103287906932,0.04378967120930655
2,3,7.1125,-1,0.5,0.9880948452447216,0.02125971560684281
2,3,7.1125,-1,0.5,0.988235070231351,0.021027989373385347
2,3,7.1125,-1,2.0,0.9999776804663096,0.00013726099941813175
2,3,7.1125,-1,2.0,0.9999780333069823,0.00013566742504789175
2,3,7.1125,1,0.0,3.949661018762886e-35,1.0000142622802695
2,3,7.1125,1,0.0,2.5202744095387105e-35,1.000014263236769
2,3,7.1125,1,0.5,-1.6209069201862557e-18,0.8946144061247521
2,3,7.1125,1,0.5,-5.623802464672113e-19,0.9636352327958871
2,3,7.1125,1,2.0,0.9999375786304546,0.000306657940075894
2,3,7.1125,1,2.0,0.9999375786466271,0.00030665731914591987
2,3,7.525,-1,0.0,0.9668988850406585,0.033101114959341205
2,3,7.525,-1,0.0,0.966933018056448,0.03306698194355184
2,3,7.525,-1,0.5,0.9885381623159174,0.0203439986693863
2,3,7.525,-1,0.5,0.9885381544249906,0.02034355137252919
2,3,7.525,-1,2.0,0.9999698739847266,0.00018756831471211655
2,3,7.525,-1,2.0,0.9999698740076031,0.00018756784151552353
2,3,7.525,1,0.0,1.527202260588316e-34,1.0000260599163135
2,3,7.525,1,0.0,2.2531892289998804e-34,1.0000260710895108
2,3,7.525,1,0.5,-1.8348038523350408e-18,0.9569345660000572
2,3,7.525,1,0.5,1.8513153270194193e-18,0.9577288700376163
2,3,7.525,1,2.0,0.999739442036322,0.0010317069191714268
2,3,7.525,1,2.0,0.9997394591062653,0.001031690659033302
2,3,7.9375,-1,0.0,0.9749070050856867,0.02509299491431305
