mu_V_ratio,J_V_ratio,energy_gap
1.262626262626262541e+00,-4.898989898989898784e+00,6.932043314558207214e-01
1.313131313131313149e+00,-4.898989898989898784e+00,6.913002194603485862e-01
1.363636363636363535e+00,-4.898989898989898784e+00,6.893658720647266591e-01
1.414141414141414144e+00,-4.898989898989898784e+00,6.874008284830424031e-01
1.464646464646464530e+00,-4.898989898989898784e+00,6.854046317886854922e-01
1.515151515151515138e+00,-4.898989898989898784e+00,6.833768301451499383e-01
1.565656565656565524e+00,-4.898989898989898784e+00,6.813169781494536892e-01
1.616161616161616132e+00,-4.898989898989898784e+00,6.792246382963078588e-01
1.666666666666666741e+00,-4.898989898989898784e+00,6.770993825720132975e-01
1.717171717171717127e+00,-4.898989898989898784e+00,6.749407941863587723e-01
1.767676767676767735e+00,-4.898989898989898784e+00,6.727484694522765096e-01
1.818181818181818121e+00,-4.898989898989898784e+00,6.705220198234158602e-01
1.868686868686868729e+00,-4.898989898989898784e+00,6.682610740996253185e-01
1.919191919191919116e+00,-4.898989898989898784e+00,6.659652808112852540e-01
1.969696969696969724e+00,-4.898989898989898784e+00,6.636343107938138530e-01
2.020202020202020332e+00,-4.898989898989898784e+00,6.612678599641768074e-01
2.070707070707070496e+00,-4.898989898989898784e+00,6.588656523115012931e-01
2.121212121212121104e+00,-4.898989898989898784e+00,6.564274431140759702e-01
2.171717171717171713e+00,-4.898989898989898784e+00,6.539530223962231048e-01
2.222222222222222321e+00,-4.898989898989898784e+00,6.514422186378361346e-01
2.272727272727272485e+00,-4.898989898989898784e+00,6.488949027502250999e-01
2.323232323232323093e+00,-4.898989898989898784e+00,6.463109923320153882e-01
2.373737373737373701e+00,-4.898989898989898784e+00,6.436904562190655099e-01
2.424242424242424310e+00,-4.898989898989898784e+00,6.410333193419397446e-01
2.474747474747474918e+00,-4.898989898989898784e+00,6.383396679052424361e-01
2.525252525252525082e+00,-4.898989898989898784e+00,6.356096549020016084e-01
2.575757575757575690e+00,-4.898989898989898784e+00,6.328435059767798521e-01
2.626262626262626299e+00,-4.898989898989898784e+00,6.300415256501459282e-01
2.676767676767676907e+00,-4.898989898989898784e+00,6.272041039168279042e-01
2.727272727272727071e+00,-4.898989898989898784e+00,6.243317232287530771e-01
2.777777777777777679e+00,-4.898989898989898784e+00,6.214249658737891480e-01
2.828282828282828287e+00,-4.898989898989898784e+00,6.184845217583898602e-01
2.878787878787878896e+00,-4.898989898989898784e+00,6.155111966025152981e-01
2.929292929292929060e+00,-4.898989898989898784e+00,6.125059205523015748e-01
2.979797979797979668e+00,-4.898989898989898784e+00,6.094697572135991948e-01
3.030303030303030276e+00,-4.898989898989898784e+00,6.064039131084406620e-01
3.080808080808080884e+00,-4.898989898989898784e+00,6.033097475526005837e-01
3.131313131313131048e+00,-4.898989898989898784e+00,6.001887829496190818e-01
3.181818181818181657e+00,-4.898989898989898784e+00,5.970427154939166314e-01
3.232323232323232265e+00,-4.898989898989898784e+00,5.938734262708997846e-01
3.282828282828282873e+00,-4.898989898989898784e+00,5.906829927390120361e-01
3.333333333333333481e+00,-4.898989898989898784e+00,5.874737005736569984e-01
3.383838383838383645e+00,-4.898989898989898784e+00,5.842480558483913455e-01
3.434343434343434254e+00,-4.898989898989898784e+00,5.810087975242517189e-01
3.484848484848484862e+00,-4.898989898989898784e+00,5.777589102124629505e-01
3.535353535353535470e+00,-4.898989898989898784e+00,5.745016371712381442e-01
3.585858585858585634e+00,-4.898989898989898784e+00,5.712404934910217946e-01
3.636363636363636243e+00,-4.898989898989898784e+00,5.679792794187541460e-01
3.686868686868686851e+00,-4.898989898989898784e+00,5.647220937644412686e-01
3.737373737373737459e+00,-4.898989898989898784e+00,5.614733473301605216e-01
3.787878787878787623e+00,-4.898989898989898784e+00,5.582377762960071266e-01
3.838383838383838231e+00,-4.898989898989898784e+00,5.550204554928299672e-01
3.888888888888888840e+00,-4.898989898989898784e+00,5.518268114888087439e-01
3.939393939393939448e+00,-4.898989898989898784e+00,5.486626354130592631e-01
3.989898989898989612e+00,-4.898989898989898784e+00,5.455340954376310947e-01
4.040404040404040664e+00,-4.898989898989898784e+00,5.424477488377092982e-01
4.090909090909090828e+00,-4.898989898989898784e+00,5.394105535494624348e-01
4.141414141414140992e+00,-4.898989898989898784e+00,5.364298791458139704e-01
4.191919191919192045e+00,-4.898989898989898784e+00,5.335135171516043329e-01
4.242424242424242209e+00,-4.898989898989898784e+00,5.306696906229895205e-01
4.292929292929293261e+00,-4.898989898989898784e+00,5.279070629180857566e-01
4.343434343434343425e+00,-4.898989898989898784e+00,5.252347455906907214e-01
4.393939393939393590e+00,-4.898989898989898784e+00,5.226623053429051424e-01
4.444444444444444642e+00,-4.898989898989898784e+00,5.201997699752922699e-01
4.494949494949494806e+00,-4.898989898989898784e+00,5.178576332772379942e-01
4.545454545454544970e+00,-4.898989898989898784e+00,5.156468588008209508e-01
4.595959595959596022e+00,-4.898989898989898784e+00,5.135788824605107550e-01
4.646464646464646187e+00,-4.898989898989898784e+00,5.116656138968203038e-01
4.696969696969697239e+00,-4.898989898989898784e+00,5.099194365330923517e-01
4.747474747474747403e+00,-4.898989898989898784e+00,5.083532062411535435e-01
4.797979797979797567e+00,-4.898989898989898784e+00,5.069802485108070300e-01
4.848484848484848619e+00,-4.898989898989898784e+00,5.058143539916102327e-01
4.898989898989898784e+00,-4.898989898989898784e+00,5.048697722400881105e-01
4.949494949494949836e+00,-4.898989898989898784e+00,5.041612034624698424e-01
5.000000000000000000e+00,-4.898989898989898784e+00,5.037037879930892359e-01
0.000000000000000000e+00,-4.797979797979797567e+00,7.125243298374712708e-01
5.050505050505050414e-02,-4.797979797979797567e+00,7.112361992956337531e-01
1.010101010101010083e-01,-4.797979797979797567e+00,7.099282607676720147e-01
1.515151515151515194e-01,-4.797979797979797567e+00,7.086001335647011956e-01
2.020202020202020166e-01,-4.797979797979797567e+00,7.072514302388164253e-01
2.525252525252525415e-01,-4.797979797979797567e+00,7.058817566026966972e-01
3.030303030303030387e-01,-4.797979797979797567e+00,7.044907117658496531e-01
3.535353535353535359e-01,-4.797979797979797567e+00,7.030778881884103271e-01
4.040404040404040331e-01,-4.797979797979797567e+00,7.016428717547888994e-01
4.545454545454545303e-01,-4.797979797979797567e+00,7.001852418690148738e-01
5.050505050505050830e-01,-4.797979797979797567e+00,6.987045715737210116e-01
5.555555555555555802e-01,-4.797979797979797567e+00,6.972004276952112889e-01
6.060606060606060774e-01,-4.797979797979797567e+00,6.956723710170713559e-01
6.565656565656565746e-01,-4.797979797979797567e+00,6.941199564847480019e-01
7.070707070707070718e-01,-4.797979797979797567e+00,6.925427334444833605e-01
7.575757575757575690e-01,-4.797979797979797567e+00,6.909402459187852230e-01
8.080808080808080662e-01,-4.797979797979797567e+00,6.893120329228743515e-01
8.585858585858585634e-01,-4.797979797979797567e+00,6.876576288244358182e-01
9.090909090909090606e-01,-4.797979797979797567e+00,6.859765637518329129e-01
9.595959595959595578e-01,-4.797979797979797567e+00,6.842683640534481526e-01
1.010101010101010166e+00,-4.797979797979797567e+00,6.825325528138925790e-01
1.060606060606060552e+00,-4.797979797979797567e+00,6.807686504308456676e-01
1.111111111111111160e+00,-4.797979797979797567e+00,6.789761752578939991e-01
1.161616161616161547e+00,-4.797979797979797567e+00,6.771546443190459286e-01
1.212121212121212155e+00,-4.797979797979797567e+00,6.753035741002193504e-01
1.262626262626262541e+00,-4.797979797979797567e+00,6.734224814241009938e-01
1.313131313131313149e+00,-4.797979797979797567e+00,6.715108844149355605e-01
1.363636363636363535e+00,-4.797979797979797567e+00,6.695683035600907829e-01
1.414141414141414144e+00,-4.797979797979797567e+00,6.675942628762925324e-01
1.464646464646464530e+00,-4.797979797979797567e+00,6.655882911874577701e-01
1.515151515151515138e+00,-4.797979797979797567e+00,6.635499235236785864e-01
1.565656565656565524e+00,-4.797979797979797567e+00,6.614787026493296196e-01
1.616161616161616132e+00,-4.797979797979797567e+00,6.593741807299693392e-01
1.666666666666666741e+00,-4.797979797979797567e+00,6.572359211480502950e-01
1.717171717171717127e+00,-4.797979797979797567e+00,6.550635004775458015e-01
1.767676767676767735e+00,-4.797979797979797567e+00,6.528565106286308151e-01
1.818181818181818121e+00,-4.797979797979797567e+00,6.506145611739988510e-01
1.868686868686868729e+00,-4.797979797979797567e+00,6.483372818684358663e-01
1.919191919191919116e+00,-4.797979797979797567e+00,6.460243253744444303e-01
1.969696969696969724e+00,-4.797979797979797567e+00,6.436753702069211158e-01
2.020202020202020332e+00,-4.797979797979797567e+00,6.412901239104762396e-01
2.070707070707070496e+00,-4.797979797979797567e+00,6.388683264830206099e-01
2.121212121212121104e+00,-4.797979797979797567e+00,6.364097540604340963e-01
2.171717171717171713e+00,-4.797979797979797567e+00,6.339142228768324117e-01
2.222222222222222321e+00,-4.797979797979797567e+00,6.313815935155595582e-01
2.272727272727272485e+00,-4.797979797979797567e+00,6.288117754661044501e-01
2.323232323232323093e+00,-4.797979797979797567e+00,6.262047320026162822e-01
2.373737373737373701e+00,-4.797979797979797567e+00,6.235604853993592656e-01
2.424242424242424310e+00,-4.797979797979797567e+00,6.208791224983514212e-01
2.474747474747474918e+00,-4.797979797979797567e+00,6.181608006447945058e-01
2.525252525252525082e+00,-4.797979797979797567e+00,6.154057540046622421e-01
2.575757575757575690e+00,-4.797979797979797567e+00,6.126143002791231140e-01
2.626262626262626299e+00,-4.797979797979797567e+00,6.097868478288965832e-01
2.676767676767676907e+00,-4.797979797979797567e+00,6.069239032213857854e-01
2.727272727272727071e+00,-4.797979797979797567e+00,6.040260792116676214e-01
2.777777777777777679e+00,-4.797979797979797567e+00,6.010941031672736301e-01
2.828282828282828287e+00,-4.797979797979797567e+00,5.981288259446735367e-01
2.878787878787878896e+00,-4.797979797979797567e+00,5.951312312232666102e-01
2.929292929292929060e+00,-4.797979797979797567e+00,5.921024453004086752e-01
2.979797979797979668e+00,-4.797979797979797567e+00,5.890437473481959785e-01
3.030303030303030276e+00,-4.797979797979797567e+00,5.859565801291530818e-01
3.080808080808080884e+00,-4.797979797979797567e+00,5.828425611651297800e-01
3.131313131313131048e+00,-4.797979797979797567e+00,5.797034943487382463e-01
3.181818181818181657e+00,-4.797979797979797567e+00,5.765413819840183862e-01
3.232323232323232265e+00,-4.797979797979797567e+00,5.733584372361697490e-01
3.282828282828282873e+00,-4.797979797979797567e+00,5.701570969670690658e-01
3.333333333333333481e+00,-4.797979797979797567e+00,5.669400349268336470e-01
3.383838383838383645e+00,-4.797979797979797567e+00,5.637101752666673349e-01
3.434343434343434254e+00,-4.797979797979797567e+00,5.604707063320084615e-01
3.484848484848484862e+00,-4.797979797979797567e+00,5.572250946892260970e-01
3.535353535353535470e+00,-4.797979797979797567e+00,5.539770993333021920e-01
3.585858585858585634e+00,-4.797979797979797567e+00,5.507307860177945713e-01
3.636363636363636243e+00,-4.797979797979797567e+00,5.474905416422437554e-01
3.686868686868686851e+00,-4.797979797979797567e+00,5.442610886281897820e-01
3.737373737373737459e+00,-4.797979797979797567e+00,5.410474992079841172e-01
3.787878787878787623e+00,-4.797979797979797567e+00,5.378552095480451101e-01
3.838383838383838231e+00,-4.797979797979797567e+00,5.346900336235158591e-01
3.888888888888888840e+00,-4.797979797979797567e+00,5.315581767593542395e-01
3.939393939393939448e+00,-4.797979797979797567e+00,5.284662487505222828e-01
3.989898989898989612e+00,-4.797979797979797567e+00,5.254212764746064579e-01
4.040404040404040664e+00,-4.797979797979797567e+00,5.224307159098380282e-01
4.090909090909090828e+00,-4.797979797979797567e+00,5.195024634739873193e-01
4.141414141414140992e+00,-4.797979797979797567e+00,5.166448666032721349e-01
4.191919191919192045e+00,-4.797979797979797567e+00,5.138667334933977315e-01
4.242424242424242209e+00,-4.797979797979797567e+00,5.111773419309670885e-01
4.292929292929293261e+00,-4.797979797979797567e+00,5.085864471479837334e-01
4.343434343434343425e+00,-4.797979797979797567e+00,5.061042886373527949e-01
4.393939393939393590e+00,-4.797979797979797567e+00,5.037415958723059362e-01
4.444444444444444642e+00,-4.797979797979797567e+00,5.015095928738020348e-01
4.494949494949494806e+00,-4.797979797979797567e+00,4.994200015711847129e-01
4.545454545454544970e+00,-4.797979797979797567e+00,4.974850438973028588e-01
4.595959595959596022e+00,-4.797979797979797567e+00,4.957174425502905990e-01
4.646464646464646187e+00,-4.797979797979797567e+00,4.941304203396654771e-01
4.696969696969697239e+00,-4.797979797979797567e+00,4.927376980119220207e-01
4.747474747474747403e+00,-4.797979797979797567e+00,4.915534904210900891e-01
4.797979797979797567e+00,-4.797979797979797567e+00,4.905925008685265709e-01
4.848484848484848619e+00,-4.797979797979797567e+00,4.898699133873556377e-01
4.898989898989898784e+00,-4.797979797979797567e+00,4.894013826876104645e-01
4.949494949494949836e+00,-4.797979797979797567e+00,4.892030214080342887e-01
5.000000000000000000e+00,-4.797979797979797567e+00,4.892913842462434104e-01
0.000000000000000000e+00,-4.696969696969697239e+00,6.927535662826436180e-01
5.050505050505050414e-02,-4.696969696969697239e+00,6.914712632644821610e-01
1.010101010101010083e-01,-4.696969696969697239e+00,6.901688157912175825e-01
1.515151515151515194e-01,-4.696969696969697239e+00,6.888458283971026219e-01
2.020202020202020166e-01,-4.696969696969697239e+00,6.875018984512060172e-01
2.525252525252525415e-01,-4.696969696969697239e+00,6.861366161801036867e-01
3.030303030303030387e-01,-4.696969696969697239e+00,6.847495647081558445e-01
3.535353535353535359e-01,-4.696969696969697239e+00,6.833403201182690623e-01
4.040404040404040331e-01,-4.696969696969697239e+00,6.819084515342126451e-01
4.545454545454545303e-01,-4.696969696969697239e+00,6.804535212274736011e-01
5.050505050505050830e-01,-4.696969696969697239e+00,6.789750847505615639e-01
5.555555555555555802e-01,-4.696969696969697239e+00,6.774726910997692642e-01
6.060606060606060774e-01,-4.696969696969697239e+00,6.759458829096729460e-01
6.565656565656565746e-01,-4.696969696969697239e+00,6.743941966830711010e-01
7.070707070707070718e-01,-4.696969696969697239e+00,6.728171630590615848e-01
7.575757575757575690e-01,-4.696969696969697239e+00,6.712143071230336488e-01
8.080808080808080662e-01,-4.696969696969697239e+00,6.695851487625361642e-01
8.585858585858585634e-01,-4.696969696969697239e+00,6.679292030727381757e-01
9.090909090909090606e-01,-4.696969696969697239e+00,6.662459808162246588e-01
9.595959595959595578e-01,-4.696969696969697239e+00,6.645349889417495604e-01
1.010101010101010166e+00,-4.696969696969697239e+00,6.627957311668986051e-01
1.060606060606060552e+00,-4.696969696969697239e+00,6.610277086304137129e-01
1.111111111111111160e+00,-4.696969696969697239e+00,6.592304206196679672e-01
1.161616161616161547e+00,-4.696969696969697239e+00,6.574033653799276067e-01
1.212121212121212155e+00,-4.696969696969697239e+00,6.555460410116502601e-01
1.262626262626262541e+00,-4.696969696969697239e+00,6.536579464634471037e-01
1.313131313131313149e+00,-4.696969696969697239e+00,6.517385826279209482e-01
1.363636363636363535e+00,-4.696969696969697239e+00,6.497874535486936054e-01
1.414141414141414144e+00,-4.696969696969697239e+00,6.478040677473124731e-01
1.464646464646464530e+00,-4.696969696969697239e+00,6.457879396790779936e-01
1.515151515151515138e+00,-4.696969696969697239e+00,6.437385913275726068e-01
1.565656565656565524e+00,-4.696969696969697239e+00,6.416555539481443304e-01
1.616161616161616132e+00,-4.696969696969697239e+00,6.395383699714116688e-01
1.666666666666666741e+00,-4.696969696969697239e+00,6.373865950781407719e-01
1.717171717171717127e+00,-4.696969696969697239e+00,6.351998004574745949e-01
1.767676767676767735e+00,-4.696969696969697239e+00,6.329775752613997497e-01
1.818181818181818121e+00,-4.696969696969697239e+00,6.307195292688945187e-01
1.868686868686868729e+00,-4.696969696969697239e+00,6.284252957730842581e-01
1.919191919191919116e+00,-4.696969696969697239e+00,6.260945347065742794e-01
1.969696969696969724e+00,-4.696969696969697239e+00,6.237269360196151524e-01
2.020202020202020332e+00,-4.696969696969697239e+00,6.213222233266399996e-01
2.070707070707070496e+00,-4.696969696969697239e+00,6.188801578375269230e-01
2.121212121212121104e+00,-4.696969696969697239e+00,6.164005425896341706e-01
2.171717171717171713e+00,-4.696969696969697239e+00,6.138832269978813372e-01
2.222222222222222321e+00,-4.696969696969697239e+00,6.113281117394926412e-01
2.272727272727272485e+00,-4.696969696969697239e+00,6.087351539912297937e-01
2.323232323232323093e+00,-4.696969696969697239e+00,6.061043730358193216e-01
2.373737373737373701e+00,-4.696969696969697239e+00,6.034358562552952776e-01
2.424242424242424310e+00,-4.696969696969697239e+00,6.007297655277952231e-01
2.474747474747474918e+00,-4.696969696969697239e+00,5.979863440446351319e-01
2.525252525252525082e+00,-4.696969696969697239e+00,5.952059235633662126e-01
2.575757575757575690e+00,-4.696969696969697239e+00,5.923889321117599138e-01
2.626262626262626299e+00,-4.696969696969697239e+00,5.895359021563528756e-01
2.676767676767676907e+00,-4.696969696969697239e+00,5.866474792484837053e-01
2.727272727272727071e+00,-4.696969696969697239e+00,5.837244311573606126e-01
2.777777777777777679e+00,-4.696969696969697239e+00,5.807676574997557850e-01
2.828282828282828287e+00,-4.696969696969697239e+00,5.777781998713216183e-01
2.878787878787878896e+00,-4.696969696969697239e+00,5.747572524831205953e-01
2.929292929292929060e+00,-4.696969696969697239e+00,5.717061733030988080e-01
2.979797979797979668e+00,-4.696969696969697239e+00,5.686264956980053853e-01
3.030303030303030276e+00,-4.696969696969697239e+00,5.655199405685920055e-01
3.080808080808080884e+00,-4.696969696969697239e+00,5.623884289642049339e-01
3.131313131313131048e+00,-4.696969696969697239e+00,5.592340951598977483e-01
3.181818181818181657e+00,-4.696969696969697239e+00,5.560593001722367035e-01
3.232323232323232265e+00,-4.696969696969697239e+00,5.528666456848796429e-01
3.282828282828282873e+00,-4.696969696969697239e+00,5.496589883488098849e-01
3.333333333333333481e+00,-4.696969696969697239e+00,5.464394544151396360e-01
3.383838383838383645e+00,-4.696969696969697239e+00,5.432114546526563004e-01
3.434343434343434254e+00,-4.696969696969697239e+00,5.399786994944868468e-01
3.484848484848484862e+00,-4.696969696969697239e+00,5.367452143524680253e-01
3.535353535353535470e+00,-4.696969696969697239e+00,5.335153550309996717e-01
3.585858585858585634e+00,-4.696969696969697239e+00,5.302938231656035839e-01
3.636363636363636243e+00,-4.696969696969697239e+00,5.270856816060280892e-01
3.686868686868686851e+00,-4.696969696969697239e+00,5.238963696591270036e-01
3.737373737373737459e+00,-4.696969696969697239e+00,5.207317181015618246e-01
3.787878787878787623e+00,-4.696969696969697239e+00,5.175979638701058150e-01
3.838383838383838231e+00,-4.696969696969697239e+00,5.145017643350620062e-01
