mu_V_ratio,J_V_ratio,sigma
6.060606060606060774e-01,-4.898989898989898784e+00,2.554292856860939653e-01
6.565656565656565746e-01,-4.898989898989898784e+00,2.557178126364376136e-01
7.070707070707070718e-01,-4.898989898989898784e+00,2.560114787484814025e-01
7.575757575757575690e-01,-4.898989898989898784e+00,2.563103942820553760e-01
8.080808080808080662e-01,-4.898989898989898784e+00,2.566146714143626717e-01
8.585858585858585634e-01,-4.898989898989898784e+00,2.569244241931401551e-01
9.090909090909090606e-01,-4.898989898989898784e+00,2.572397684787037786e-01
9.595959595959595578e-01,-4.898989898989898784e+00,2.575608218736192834e-01
1.010101010101010166e+00,-4.898989898989898784e+00,2.578877036386420518e-01
1.060606060606060552e+00,-4.898989898989898784e+00,2.582205345934152074e-01
1.111111111111111160e+00,-4.898989898989898784e+00,2.585594370002884390e-01
1.161616161616161547e+00,-4.898989898989898784e+00,2.589045344294468864e-01
1.212121212121212155e+00,-4.898989898989898784e+00,2.592559516033836053e-01
1.262626262626262541e+00,-4.898989898989898784e+00,2.596138142185626108e-01
1.313131313131313149e+00,-4.898989898989898784e+00,2.599782487418800248e-01
1.363636363636363535e+00,-4.898989898989898784e+00,2.603493821793751994e-01
1.414141414141414144e+00,-4.898989898989898784e+00,2.607273418143502552e-01
1.464646464646464530e+00,-4.898989898989898784e+00,2.611122549118275460e-01
1.515151515151515138e+00,-4.898989898989898784e+00,2.615042483859639777e-01
1.565656565656565524e+00,-4.898989898989898784e+00,2.619034484267921958e-01
1.616161616161616132e+00,-4.898989898989898784e+00,2.623099800822607519e-01
1.666666666666666741e+00,-4.898989898989898784e+00,2.627239667912530385e-01
1.717171717171717127e+00,-4.898989898989898784e+00,2.631455298628420092e-01
1.767676767676767735e+00,-4.898989898989898784e+00,2.635747878966644975e-01
1.818181818181818121e+00,-4.898989898989898784e+00,2.640118561388260510e-01
1.868686868686868729e+00,-4.898989898989898784e+00,2.644568457672947237e-01
1.919191919191919116e+00,-4.898989898989898784e+00,2.649098631002528292e-01
1.969696969696969724e+00,-4.898989898989898784e+00,2.653710087203091650e-01
2.020202020202020332e+00,-4.898989898989898784e+00,2.658403765069338731e-01
2.070707070707070496e+00,-4.898989898989898784e+00,2.663180525688758626e-01
2.121212121212121104e+00,-4.898989898989898784e+00,2.668041140676616352e-01
2.171717171717171713e+00,-4.898989898989898784e+00,2.672986279226478579e-01
2.222222222222222321e+00,-4.898989898989898784e+00,2.678016493873721648e-01
2.272727272727272485e+00,-4.898989898989898784e+00,2.683132204862490600e-01
2.323232323232323093e+00,-4.898989898989898784e+00,2.688333682998683138e-01
2.373737373737373701e+00,-4.898989898989898784e+00,2.693621030864770116e-01
2.424242424242424310e+00,-4.898989898989898784e+00,2.698994162263053109e-01
2.474747474747474918e+00,-4.898989898989898784e+00,2.704452779747741897e-01
2.525252525252525082e+00,-4.898989898989898784e+00,2.709996350097383933e-01
2.575757575757575690e+00,-4.898989898989898784e+00,2.715624077571769934e-01
2.626262626262626299e+00,-4.898989898989898784e+00,2.721334874790882763e-01
2.676767676767676907e+00,-4.898989898989898784e+00,2.727127331065805627e-01
2.727272727272727071e+00,-4.898989898989898784e+00,2.732999678006395872e-01
2.777777777777777679e+00,-4.898989898989898784e+00,2.738949752225262047e-01
2.828282828282828287e+00,-4.898989898989898784e+00,2.744974954953806612e-01
2.878787878787878896e+00,-4.898989898989898784e+00,2.751072208384708895e-01
2.929292929292929060e+00,-4.898989898989898784e+00,2.757237908555008610e-01
2.979797979797979668e+00,-4.898989898989898784e+00,2.763467874586543749e-01
3.030303030303030276e+00,-4.898989898989898784e+00,2.769757294106933165e-01
3.080808080808080884e+00,-4.898989898989898784e+00,2.776100664683037178e-01
3.131313131313131048e+00,-4.898989898989898784e+00,2.782491731113079791e-01
3.181818181818181657e+00,-4.898989898989898784e+00,2.788923418442388891e-01
3.232323232323232265e+00,-4.898989898989898784e+00,2.795387760592350501e-01
3.282828282828282873e+00,-4.898989898989898784e+00,2.801875824523648584e-01
3.333333333333333481e+00,-4.898989898989898784e+00,2.808377629893919480e-01
3.383838383838383645e+00,-4.898989898989898784e+00,2.814882064217533730e-01
3.434343434343434254e+00,-4.898989898989898784e+00,2.821376793592643706e-01
3.484848484848484862e+00,-4.898989898989898784e+00,2.827848169128153177e-01
3.535353535353535470e+00,-4.898989898989898784e+00,2.834281129283129363e-01
3.585858585858585634e+00,-4.898989898989898784e+00,2.840659098423006790e-01
3.636363636363636243e+00,-4.898989898989898784e+00,2.846963882002962465e-01
3.686868686868686851e+00,-4.898989898989898784e+00,2.853175558908526699e-01
3.737373737373737459e+00,-4.898989898989898784e+00,2.859272371619096531e-01
3.787878787878787623e+00,-4.898989898989898784e+00,2.865230615010646020e-01
3.838383838383838231e+00,-4.898989898989898784e+00,2.871024524780786402e-01
3.888888888888888840e+00,-4.898989898989898784e+00,2.876626166662147877e-01
3.939393939393939448e+00,-4.898989898989898784e+00,2.882005327788298987e-01
3.989898989898989612e+00,-4.898989898989898784e+00,2.887129411790108069e-01
4.040404040404040664e+00,-4.898989898989898784e+00,2.891963339427703894e-01
4.090909090909090828e+00,-4.898989898989898784e+00,2.896469456803343889e-01
4.141414141414140992e+00,-4.898989898989898784e+00,2.900607453450985695e-01
4.191919191919192045e+00,-4.898989898989898784e+00,2.904334292857281841e-01
4.242424242424242209e+00,-4.898989898989898784e+00,2.907604158233141334e-01
4.292929292929293261e+00,-4.898989898989898784e+00,2.910368416621570975e-01
4.343434343434343425e+00,-4.898989898989898784e+00,2.912575604692732023e-01
4.393939393939393590e+00,-4.898989898989898784e+00,2.914171439836750199e-01
4.444444444444444642e+00,-4.898989898989898784e+00,2.915098860413929960e-01
4.494949494949494806e+00,-4.898989898989898784e+00,2.915298099255708708e-01
4.545454545454544970e+00,-4.898989898989898784e+00,2.914706794721392269e-01
4.595959595959596022e+00,-4.898989898989898784e+00,2.913260143798143131e-01
4.646464646464646187e+00,-4.898989898989898784e+00,2.910891101875626163e-01
4.696969696969697239e+00,-4.898989898989898784e+00,2.907530633922374985e-01
4.747474747474747403e+00,-4.898989898989898784e+00,2.903108021820402507e-01
4.797979797979797567e+00,-4.898989898989898784e+00,2.897551232565823143e-01
4.848484848484848619e+00,-4.898989898989898784e+00,2.890787351885387713e-01
4.898989898989898784e+00,-4.898989898989898784e+00,2.882743087529945902e-01
4.949494949494949836e+00,-4.898989898989898784e+00,2.873345346043967297e-01
5.000000000000000000e+00,-4.898989898989898784e+00,2.862521886135024340e-01
0.000000000000000000e+00,-4.797979797979797567e+00,2.529439456857855428e-01
5.050505050505050414e-02,-4.797979797979797567e+00,2.531847428006531175e-01
1.010101010101010083e-01,-4.797979797979797567e+00,2.534297013183959280e-01
1.515151515151515194e-01,-4.797979797979797567e+00,2.536789136611730111e-01
2.020202020202020166e-01,-4.797979797979797567e+00,2.539324743700361320e-01
2.525252525252525415e-01,-4.797979797979797567e+00,2.541904801292429461e-01
3.030303030303030387e-01,-4.797979797979797567e+00,2.544530297875903790e-01
3.535353535353535359e-01,-4.797979797979797567e+00,2.547202243762893281e-01
4.040404040404040331e-01,-4.797979797979797567e+00,2.549921671228925213e-01
4.545454545454545303e-01,-4.797979797979797567e+00,2.552689634607084868e-01
5.050505050505050830e-01,-4.797979797979797567e+00,2.555507210330975609e-01
5.555555555555555802e-01,-4.797979797979797567e+00,2.558375496919340630e-01
6.060606060606060774e-01,-4.797979797979797567e+00,2.561295614895319206e-01
6.565656565656565746e-01,-4.797979797979797567e+00,2.564268706631542272e-01
7.070707070707070718e-01,-4.797979797979797567e+00,2.567295936112181653e-01
7.575757575757575690e-01,-4.797979797979797567e+00,2.570378488601743339e-01
8.080808080808080662e-01,-4.797979797979797567e+00,2.573517570209448158e-01
8.585858585858585634e-01,-4.797979797979797567e+00,2.576714407336964663e-01
9.090909090909090606e-01,-4.797979797979797567e+00,2.579970245996109912e-01
9.595959595959595578e-01,-4.797979797979797567e+00,2.583286350981341406e-01
1.010101010101010166e+00,-4.797979797979797567e+00,2.586664004881218948e-01
1.060606060606060552e+00,-4.797979797979797567e+00,2.590104506910416160e-01
1.111111111111111160e+00,-4.797979797979797567e+00,2.593609171542943792e-01
1.161616161616161547e+00,-4.797979797979797567e+00,2.597179326924928811e-01
1.212121212121212155e+00,-4.797979797979797567e+00,2.600816313043137207e-01
1.262626262626262541e+00,-4.797979797979797567e+00,2.604521479623399527e-01
1.313131313131313149e+00,-4.797979797979797567e+00,2.608296183730470230e-01
1.363636363636363535e+00,-4.797979797979797567e+00,2.612141787038296248e-01
1.414141414141414144e+00,-4.797979797979797567e+00,2.616059652736462127e-01
1.464646464646464530e+00,-4.797979797979797567e+00,2.620051142035679792e-01
1.515151515151515138e+00,-4.797979797979797567e+00,2.624117610231880837e-01
1.565656565656565524e+00,-4.797979797979797567e+00,2.628260402284076092e-01
1.616161616161616132e+00,-4.797979797979797567e+00,2.632480847858049700e-01
1.666666666666666741e+00,-4.797979797979797567e+00,2.636780255782880666e-01
1.717171717171717127e+00,-4.797979797979797567e+00,2.641159907862979939e-01
1.767676767676767735e+00,-4.797979797979797567e+00,2.645621051983231276e-01
1.818181818181818121e+00,-4.797979797979797567e+00,2.650164894439385743e-01
1.868686868686868729e+00,-4.797979797979797567e+00,2.654792591420187531e-01
1.919191919191919116e+00,-4.797979797979797567e+00,2.659505239561500978e-01
1.969696969696969724e+00,-4.797979797979797567e+00,2.664303865486100653e-01
2.020202020202020332e+00,-4.797979797979797567e+00,2.669189414236214919e-01
2.070707070707070496e+00,-4.797979797979797567e+00,2.674162736497867066e-01
2.121212121212121104e+00,-4.797979797979797567e+00,2.679224574509173618e-01
2.171717171717171713e+00,-4.797979797979797567e+00,2.684375546536225676e-01
2.222222222222222321e+00,-4.797979797979797567e+00,2.689616129791760901e-01
2.272727272727272485e+00,-4.797979797979797567e+00,2.694946641663313325e-01
2.323232323232323093e+00,-4.797979797979797567e+00,2.700367219108795735e-01
2.373737373737373701e+00,-4.797979797979797567e+00,2.705877796067950869e-01
2.424242424242424310e+00,-4.797979797979797567e+00,2.711478078729385732e-01
2.474747474747474918e+00,-4.797979797979797567e+00,2.717167518483891708e-01
2.525252525252525082e+00,-4.797979797979797567e+00,2.722945282385603183e-01
2.575757575757575690e+00,-4.797979797979797567e+00,2.728810220934808073e-01
2.626262626262626299e+00,-4.797979797979797567e+00,2.734760832987671031e-01
2.676767676767676907e+00,-4.797979797979797567e+00,2.740795227592305872e-01
2.727272727272727071e+00,-4.797979797979797567e+00,2.746911082544097327e-01
2.777777777777777679e+00,-4.797979797979797567e+00,2.753105599449973684e-01
2.828282828282828287e+00,-4.797979797979797567e+00,2.759375455088934892e-01
2.878787878787878896e+00,-4.797979797979797567e+00,2.765716748857156015e-01
2.929292929292929060e+00,-4.797979797979797567e+00,2.772124946089122299e-01
2.979797979797979668e+00,-4.797979797979797567e+00,2.778594817054715338e-01
3.030303030303030276e+00,-4.797979797979797567e+00,2.785120371442839637e-01
3.080808080808080884e+00,-4.797979797979797567e+00,2.791694788161035445e-01
3.131313131313131048e+00,-4.797979797979797567e+00,2.798310340302094246e-01
3.181818181818181657e+00,-4.797979797979797567e+00,2.804958315161204530e-01
3.232323232323232265e+00,-4.797979797979797567e+00,2.811628929224363471e-01
3.282828282828282873e+00,-4.797979797979797567e+00,2.818311238097614413e-01
3.333333333333333481e+00,-4.797979797979797567e+00,2.824993041405003957e-01
3.383838383838383645e+00,-4.797979797979797567e+00,2.831660782753264716e-01
3.434343434343434254e+00,-4.797979797979797567e+00,2.838299444944066274e-01
3.484848484848484862e+00,-4.797979797979797567e+00,2.844892440711928594e-01
3.535353535353535470e+00,-4.797979797979797567e+00,2.851421499377941871e-01
3.585858585858585634e+00,-4.797979797979797567e+00,2.857866549937737033e-01
3.636363636363636243e+00,-4.797979797979797567e+00,2.864205601247929445e-01
3.686868686868686851e+00,-4.797979797979797567e+00,2.870414620138443396e-01
3.737373737373737459e+00,-4.797979797979797567e+00,2.876467408460016695e-01
3.787878787878787623e+00,-4.797979797979797567e+00,2.882335480276014272e-01
3.838383838383838231e+00,-4.797979797979797567e+00,2.887987940626944861e-01
3.888888888888888840e+00,-4.797979797979797567e+00,2.893391367531416569e-01
3.939393939393939448e+00,-4.797979797979797567e+00,2.898509699141202933e-01
3.989898989898989612e+00,-4.797979797979797567e+00,2.903304128235844606e-01
4.040404040404040664e+00,-4.797979797979797567e+00,2.907733006524177988e-01
4.090909090909090828e+00,-4.797979797979797567e+00,2.911751761512064718e-01
4.141414141414140992e+00,-4.797979797979797567e+00,2.915312828996882155e-01
4.191919191919192045e+00,-4.797979797979797567e+00,2.918365604552894954e-01
4.242424242424242209e+00,-4.797979797979797567e+00,2.920856417678329153e-01
4.292929292929293261e+00,-4.797979797979797567e+00,2.922728532575292193e-01
4.343434343434343425e+00,-4.797979797979797567e+00,2.923922179828028489e-01
4.393939393939393590e+00,-4.797979797979797567e+00,2.924374623523104955e-01
4.444444444444444642e+00,-4.797979797979797567e+00,2.924020268613962137e-01
4.494949494949494806e+00,-4.797979797979797567e+00,2.922790813564007939e-01
4.545454545454544970e+00,-4.797979797979797567e+00,2.920615453494490588e-01
4.595959595959596022e+00,-4.797979797979797567e+00,2.917421139210436554e-01
4.646464646464646187e+00,-4.797979797979797567e+00,2.913132897557176304e-01
4.696969696969697239e+00,-4.797979797979797567e+00,2.907674218558548573e-01
4.747474747474747403e+00,-4.797979797979797567e+00,2.900967514674180903e-01
4.797979797979797567e+00,-4.797979797979797567e+00,2.892934657257686393e-01
4.848484848484848619e+00,-4.797979797979797567e+00,2.883497594855036206e-01
4.898989898989898784e+00,-4.797979797979797567e+00,2.872579057301253291e-01
4.949494949494949836e+00,-4.797979797979797567e+00,2.860103348590364858e-01
5.000000000000000000e+00,-4.797979797979797567e+00,2.845997230134389988e-01
0.000000000000000000e+00,-4.696969696969697239e+00,2.535838221802860226e-01
5.050505050505050414e-02,-4.696969696969697239e+00,2.538309916861177795e-01
1.010101010101010083e-01,-4.696969696969697239e+00,2.540825259742586217e-01
1.515151515151515194e-01,-4.696969696969697239e+00,2.543385241000187258e-01
2.020202020202020166e-01,-4.696969696969697239e+00,2.545990874389938985e-01
2.525252525252525415e-01,-4.696969696969697239e+00,2.548643197142406169e-01
3.030303030303030387e-01,-4.696969696969697239e+00,2.551343270200255309e-01
3.535353535353535359e-01,-4.696969696969697239e+00,2.554092178416217940e-01
4.040404040404040331e-01,-4.696969696969697239e+00,2.556891030705644163e-01
4.545454545454545303e-01,-4.696969696969697239e+00,2.559740960146867916e-01
5.050505050505050830e-01,-4.696969696969697239e+00,2.562643124022380703e-01
5.555555555555555802e-01,-4.696969696969697239e+00,2.565598703792677515e-01
6.060606060606060774e-01,-4.696969696969697239e+00,2.568608904993801567e-01
6.565656565656565746e-01,-4.696969696969697239e+00,2.571674957048883936e-01
7.070707070707070718e-01,-4.696969696969697239e+00,2.574798112982809584e-01
7.575757575757575690e-01,-4.696969696969697239e+00,2.577979649027790643e-01
8.080808080808080662e-01,-4.696969696969697239e+00,2.581220864106925084e-01
8.585858585858585634e-01,-4.696969696969697239e+00,2.584523079180870986e-01
9.090909090909090606e-01,-4.696969696969697239e+00,2.587887636441715822e-01
9.595959595959595578e-01,-4.696969696969697239e+00,2.591315898336153944e-01
1.010101010101010166e+00,-4.696969696969697239e+00,2.594809246398495084e-01
1.060606060606060552e+00,-4.696969696969697239e+00,2.598369079872152043e-01
1.111111111111111160e+00,-4.696969696969697239e+00,2.601996814095675070e-01
1.161616161616161547e+00,-4.696969696969697239e+00,2.605693878627690641e-01
1.212121212121212155e+00,-4.696969696969697239e+00,2.609461715081796696e-01
1.262626262626262541e+00,-4.696969696969697239e+00,2.613301774640683917e-01
1.313131313131313149e+00,-4.696969696969697239e+00,2.617215515214462163e-01
1.363636363636363535e+00,-4.696969696969697239e+00,2.621204398206010144e-01
1.414141414141414144e+00,-4.696969696969697239e+00,2.625269884841859858e-01
1.464646464646464530e+00,-4.696969696969697239e+00,2.629413432023517405e-01
1.515151515151515138e+00,-4.696969696969697239e+00,2.633636487649872460e-01
1.565656565656565524e+00,-4.696969696969697239e+00,2.637940485356567444e-01
1.616161616161616132e+00,-4.696969696969697239e+00,2.642326838613521800e-01
1.666666666666666741e+00,-4.696969696969697239e+00,2.646796934116376621e-01
1.717171717171717127e+00,-4.696969696969697239e+00,2.651352124401644694e-01
1.767676767676767735e+00,-4.696969696969697239e+00,2.655993719609522907e-01
1.818181818181818121e+00,-4.696969696969697239e+00,2.660722978311435005e-01
1.868686868686868729e+00,-4.696969696969697239e+00,2.665541097312350005e-01
1.919191919191919116e+00,-4.696969696969697239e+00,2.670449200330500816e-01
1.969696969696969724e+00,-4.696969696969697239e+00,2.675448325448762099e-01
2.020202020202020332e+00,-4.696969696969697239e+00,2.680539411224038271e-01
2.070707070707070496e+00,-4.696969696969697239e+00,2.685723281331316992e-01
2.121212121212121104e+00,-4.696969696969697239e+00,2.691000627610433682e-01
2.171717171717171713e+00,-4.696969696969697239e+00,2.696371991373256449e-01
2.222222222222222321e+00,-4.696969696969697239e+00,2.701837742819084287e-01
2.272727272727272485e+00,-4.696969696969697239e+00,2.707398058396043306e-01
2.323232323232323093e+00,-4.696969696969697239e+00,2.713052895934828235e-01
2.373737373737373701e+00,-4.696969696969697239e+00,2.718801967371638484e-01
2.424242424242424310e+00,-4.696969696969697239e+00,2.724644708865645581e-01
2.474747474747474918e+00,-4.696969696969697239e+00,2.730580248106797558e-01
2.525252525252525082e+00,-4.696969696969697239e+00,2.736607368599614509e-01
2.575757575757575690e+00,-4.696969696969697239e+00,2.742724470700010353e-01
2.626262626262626299e+00,-4.696969696969697239e+00,2.748929529173999575e-01
2.676767676767676907e+00,-4.696969696969697239e+00,2.755220047041247455e-01
2.727272727272727071e+00,-4.696969696969697239e+00,2.761593005461644990e-01
2.777777777777777679e+00,-4.696969696969697239e+00,2.768044809421726371e-01
2.828282828282828287e+00,-4.696969696969697239e+00,2.774571228978386928e-01
2.878787878787878896e+00,-4.696969696969697239e+00,2.781167335823176434e-01
2.929292929292929060e+00,-4.696969696969697239e+00,2.787827434939337268e-01
2.979797979797979668e+00,-4.696969696969697239e+00,2.794544991139641943e-01
3.030303030303030276e+00,-4.696969696969697239e+00,2.801312550294129400e-01
3.080808080808080884e+00,-4.696969696969697239e+00,2.808121655086464052e-01
3.131313131313131048e+00,-4.696969696969697239e+00,2.814962755175338671e-01
3.181818181818181657e+00,-4.696969696969697239e+00,2.821825111685518639e-01
3.232323232323232265e+00,-4.696969696969697239e+00,2.828696696011900880e-01
3.282828282828282873e+00,-4.696969696969697239e+00,2.835564082992858004e-01
3.333333333333333481e+00,-4.696969696969697239e+00,2.842412338594281773e-01
3.383838383838383645e+00,-4.696969696969697239e+00,2.849224902348173050e-01
3.434343434343434254e+00,-4.696969696969697239e+00,2.855983464908037339e-01
3.484848484848484862e+00,-4.696969696969697239e+00,2.862667841220167819e-01
3.535353535353535470e+00,-4.696969696969697239e+00,2.869255839966508015e-01
3.585858585858585634e+00,-4.696969696969697239e+00,2.875723130110930392e-01
3.636363636363636243e+00,-4.696969696969697239e+00,2.882043105578862563e-01
3.686868686868686851e+00,-4.696969696969697239e+00,2.888186749319199276e-01
3.737373737373737459e+00,-4.696969696969697239e+00,2.894122498237559626e-01
3.787878787878787623e+00,-4.696969696969697239e+00,2.899816110751756160e-01
3.838383838383838231e+00,-4.696969696969697239e+00,2.905230539001474876e-01
