mu_V_ratio,J_V_ratio,energy_gap
3.080808080808080884e+00,-5.000000000000000000e+00,7.760052248365667538e-01
3.131313131313131048e+00,-5.000000000000000000e+00,7.720365306331906652e-01
3.181818181818181657e+00,-5.000000000000000000e+00,7.680391860749260502e-01
3.232323232323232265e+00,-5.000000000000000000e+00,7.640173269540930789e-01
3.282828282828282873e+00,-5.000000000000000000e+00,7.599756162876474264e-01
3.333333333333333481e+00,-5.000000000000000000e+00,7.559192903197207158e-01
3.383838383838383645e+00,-5.000000000000000000e+00,7.518542072230403051e-01
3.434343434343434254e+00,-5.000000000000000000e+00,7.477868984189299795e-01
3.484848484848484862e+00,-5.000000000000000000e+00,7.437246223712747906e-01
3.535353535353535470e+00,-5.000000000000000000e+00,7.396754206320537151e-01
3.585858585858585634e+00,-5.000000000000000000e+00,7.356481758217832123e-01
3.636363636363636243e+00,-5.000000000000000000e+00,7.316526711178354958e-01
3.686868686868686851e+00,-5.000000000000000000e+00,7.276996506945216936e-01
3.737373737373737459e+00,-5.000000000000000000e+00,7.238008804104971716e-01
3.787878787878787623e+00,-5.000000000000000000e+00,7.199692078694930331e-01
3.838383838383838231e+00,-5.000000000000000000e+00,7.162186207929082116e-01
3.888888888888888840e+00,-5.000000000000000000e+00,7.125643024342735998e-01
3.939393939393939448e+00,-5.000000000000000000e+00,7.090226825431464874e-01
3.989898989898989612e+00,-5.000000000000000000e+00,7.056114821506334067e-01
4.040404040404040664e+00,-5.000000000000000000e+00,7.023497502095636946e-01
4.090909090909090828e+00,-5.000000000000000000e+00,6.992578898868657689e-01
4.141414141414140992e+00,-5.000000000000000000e+00,6.963576720881476945e-01
4.191919191919192045e+00,-5.000000000000000000e+00,6.936722336092522312e-01
4.242424242424242209e+00,-5.000000000000000000e+00,6.912260571752320004e-01
4.292929292929293261e+00,-5.000000000000000000e+00,6.890449305681229930e-01
4.343434343434343425e+00,-5.000000000000000000e+00,6.871558820821412894e-01
4.393939393939393590e+00,-5.000000000000000000e+00,6.855870897064981762e-01
4.444444444444444642e+00,-5.000000000000000000e+00,6.843677617460812712e-01
4.494949494949494806e+00,-5.000000000000000000e+00,6.835279870696595594e-01
4.545454545454544970e+00,-5.000000000000000000e+00,6.830985538408569369e-01
4.595959595959596022e+00,-5.000000000000000000e+00,6.831107364439183982e-01
4.646464646464646187e+00,-5.000000000000000000e+00,6.835960513566092800e-01
4.696969696969697239e+00,-5.000000000000000000e+00,6.845859839242152134e-01
4.747474747474747403e+00,-5.000000000000000000e+00,6.861116893065428712e-01
4.797979797979797567e+00,-5.000000000000000000e+00,6.882036722452227195e-01
4.848484848484848619e+00,-5.000000000000000000e+00,6.908914516497262071e-01
4.898989898989898784e+00,-5.000000000000000000e+00,6.942032172373551191e-01
4.949494949494949836e+00,-5.000000000000000000e+00,6.981654864841928543e-01
5.000000000000000000e+00,-5.000000000000000000e+00,7.028027708580246724e-01
0.000000000000000000e+00,-4.898989898989898784e+00,9.155636304344412224e-01
5.050505050505050414e-02,-4.898989898989898784e+00,9.140156490915671839e-01
1.010101010101010083e-01,-4.898989898989898784e+00,9.124430466777404547e-01
1.515151515151515194e-01,-4.898989898989898784e+00,9.108453080878611274e-01
2.020202020202020166e-01,-4.898989898989898784e+00,9.092219068877049892e-01
2.525252525252525415e-01,-4.898989898989898784e+00,9.075723051837556454e-01
3.030303030303030387e-01,-4.898989898989898784e+00,9.058959535079935677e-01
3.535353535353535359e-01,-4.898989898989898784e+00,9.041922907193331582e-01
4.040404040404040331e-01,-4.898989898989898784e+00,9.024607439243901297e-01
4.545454545454545303e-01,-4.898989898989898784e+00,9.007007284205599262e-01
5.050505050505050830e-01,-4.898989898989898784e+00,8.989116476639509301e-01
5.555555555555555802e-01,-4.898989898989898784e+00,8.970928932659276711e-01
6.060606060606060774e-01,-4.898989898989898784e+00,8.952438450217421462e-01
6.565656565656565746e-01,-4.898989898989898784e+00,8.933638709755236107e-01
7.070707070707070718e-01,-4.898989898989898784e+00,8.914523275259291779e-01
7.575757575757575690e-01,-4.898989898989898784e+00,8.895085595776350829e-01
8.080808080808080662e-01,-4.898989898989898784e+00,8.875319007440545249e-01
8.585858585858585634e-01,-4.898989898989898784e+00,8.855216736074069672e-01
9.090909090909090606e-01,-4.898989898989898784e+00,8.834771900428393110e-01
9.595959595959595578e-01,-4.898989898989898784e+00,8.813977516138677970e-01
1.010101010101010166e+00,-4.898989898989898784e+00,8.792826500474930640e-01
1.060606060606060552e+00,-4.898989898989898784e+00,8.771311677975397458e-01
1.111111111111111160e+00,-4.898989898989898784e+00,8.749425787066478222e-01
1.161616161616161547e+00,-4.898989898989898784e+00,8.727161487770622728e-01
1.212121212121212155e+00,-4.898989898989898784e+00,8.704511370628367217e-01
1.262626262626262541e+00,-4.898989898989898784e+00,8.681467966959210969e-01
1.313131313131313149e+00,-4.898989898989898784e+00,8.658023760611079922e-01
1.363636363636363535e+00,-4.898989898989898784e+00,8.634171201351819036e-01
1.414141414141414144e+00,-4.898989898989898784e+00,8.609902720081912264e-01
1.464646464646464530e+00,-4.898989898989898784e+00,8.585210746052354125e-01
1.515151515151515138e+00,-4.898989898989898784e+00,8.560087726305809497e-01
1.565656565656565524e+00,-4.898989898989898784e+00,8.534526147563070708e-01
1.616161616161616132e+00,-4.898989898989898784e+00,8.508518560811708653e-01
1.666666666666666741e+00,-4.898989898989898784e+00,8.482057608870476884e-01
1.717171717171717127e+00,-4.898989898989898784e+00,8.455136057234220459e-01
1.767676767676767735e+00,-4.898989898989898784e+00,8.427746828526530010e-01
1.818181818181818121e+00,-4.898989898989898784e+00,8.399883040924827071e-01
1.868686868686868729e+00,-4.898989898989898784e+00,8.371538050952018750e-01
1.919191919191919116e+00,-4.898989898989898784e+00,8.342705501064280327e-01
1.969696969696969724e+00,-4.898989898989898784e+00,8.313379372508720166e-01
2.020202020202020332e+00,-4.898989898989898784e+00,8.283554043958254454e-01
2.070707070707070496e+00,-4.898989898989898784e+00,8.253224356485873159e-01
2.121212121212121104e+00,-4.898989898989898784e+00,8.222385685478244000e-01
2.171717171717171713e+00,-4.898989898989898784e+00,8.191034020150027573e-01
2.222222222222222321e+00,-4.898989898989898784e+00,8.159166051364792338e-01
2.272727272727272485e+00,-4.898989898989898784e+00,8.126779268534463085e-01
2.323232323232323093e+00,-4.898989898989898784e+00,8.093872066421816669e-01
2.373737373737373701e+00,-4.898989898989898784e+00,8.060443862740420684e-01
2.424242424242424310e+00,-4.898989898989898784e+00,8.026495227503041008e-01
2.474747474747474918e+00,-4.898989898989898784e+00,7.992028025143262937e-01
2.525252525252525082e+00,-4.898989898989898784e+00,7.957045570495964171e-01
2.575757575757575690e+00,-4.898989898989898784e+00,7.921552799790703148e-01
2.626262626262626299e+00,-4.898989898989898784e+00,7.885556457876532477e-01
2.676767676767676907e+00,-4.898989898989898784e+00,7.849065302953555090e-01
2.727272727272727071e+00,-4.898989898989898784e+00,7.812090330143490746e-01
2.777777777777777679e+00,-4.898989898989898784e+00,7.774645015274224136e-01
2.828282828282828287e+00,-4.898989898989898784e+00,7.736745580285919743e-01
2.878787878787878896e+00,-4.898989898989898784e+00,7.698411281677692841e-01
2.929292929292929060e+00,-4.898989898989898784e+00,7.659664723411303555e-01
2.979797979797979668e+00,-4.898989898989898784e+00,7.620532195647804485e-01
3.030303030303030276e+00,-4.898989898989898784e+00,7.581044040619921986e-01
3.080808080808080884e+00,-4.898989898989898784e+00,7.541235046829761757e-01
3.131313131313131048e+00,-4.898989898989898784e+00,7.501144872581306799e-01
3.181818181818181657e+00,-4.898989898989898784e+00,7.460818499624757294e-01
3.232323232323232265e+00,-4.898989898989898784e+00,7.420306717362699089e-01
3.282828282828282873e+00,-4.898989898989898784e+00,7.379666637652348982e-01
3.333333333333333481e+00,-4.898989898989898784e+00,7.338962239710298263e-01
3.383838383838383645e+00,-4.898989898989898784e+00,7.298264943960148798e-01
3.434343434343434254e+00,-4.898989898989898784e+00,7.257654212851640807e-01
3.484848484848484862e+00,-4.898989898989898784e+00,7.217218175694419813e-01
3.535353535353535470e+00,-4.898989898989898784e+00,7.177054273367815540e-01
3.585858585858585634e+00,-4.898989898989898784e+00,7.137269917382376150e-01
3.636363636363636243e+00,-4.898989898989898784e+00,7.097983156146909778e-01
3.686868686868686851e+00,-4.898989898989898784e+00,7.059323339440126688e-01
3.737373737373737459e+00,-4.898989898989898784e+00,7.021431769986925531e-01
3.787878787878787623e+00,-4.898989898989898784e+00,6.984462328707614631e-01
3.838383838383838231e+00,-4.898989898989898784e+00,6.948582057667316292e-01
3.888888888888888840e+00,-4.898989898989898784e+00,6.913971682047446166e-01
3.939393939393939448e+00,-4.898989898989898784e+00,6.880826049659027888e-01
3.989898989898989612e+00,-4.898989898989898784e+00,6.849354463726129438e-01
4.040404040404040664e+00,-4.898989898989898784e+00,6.819780882018164903e-01
4.090909090909090828e+00,-4.898989898989898784e+00,6.792343953078656682e-01
4.141414141414140992e+00,-4.898989898989898784e+00,6.767296858516651525e-01
4.191919191919192045e+00,-4.898989898989898784e+00,6.744906929332792345e-01
4.242424242424242209e+00,-4.898989898989898784e+00,6.725455004360867406e-01
4.292929292929293261e+00,-4.898989898989898784e+00,6.709234500406324742e-01
4.343434343434343425e+00,-4.898989898989898784e+00,6.696550166875780974e-01
4.393939393939393590e+00,-4.898989898989898784e+00,6.687716502901750459e-01
4.444444444444444642e+00,-4.898989898989898784e+00,6.683055822356038789e-01
4.494949494949494806e+00,-4.898989898989898784e+00,6.682895961841097687e-01
4.545454545454544970e+00,-4.898989898989898784e+00,6.687567638664617675e-01
4.595959595959596022e+00,-4.898989898989898784e+00,6.697401479687954406e-01
4.646464646464646187e+00,-4.898989898989898784e+00,6.712724757284291854e-01
4.696969696969697239e+00,-4.898989898989898784e+00,6.733857884734675281e-01
4.747474747474747403e+00,-4.898989898989898784e+00,6.761110739246412038e-01
4.797979797979797567e+00,-4.898989898989898784e+00,6.794778895279698361e-01
4.848484848484848619e+00,-4.898989898989898784e+00,6.835139862834864743e-01
4.898989898989898784e+00,-4.898989898989898784e+00,6.882449433566435459e-01
4.949494949494949836e+00,-4.898989898989898784e+00,6.936938241133248084e-01
5.000000000000000000e+00,-4.898989898989898784e+00,6.998808640333571418e-01
0.000000000000000000e+00,-4.797979797979797567e+00,8.954718132714383216e-01
5.050505050505050414e-02,-4.797979797979797567e+00,8.939237011805580835e-01
1.010101010101010083e-01,-4.797979797979797567e+00,8.923504162209283663e-01
1.515151515151515194e-01,-4.797979797979797567e+00,8.907514195512931110e-01
2.020202020202020166e-01,-4.797979797979797567e+00,8.891261601901589984e-01
2.525252525252525415e-01,-4.797979797979797567e+00,8.874740748719958106e-01
3.030303030303030387e-01,-4.797979797979797567e+00,8.857945879198396710e-01
3.535353535353535359e-01,-4.797979797979797567e+00,8.840871111366759294e-01
4.040404040404040331e-01,-4.797979797979797567e+00,8.823510437186676825e-01
4.545454545454545303e-01,-4.797979797979797567e+00,8.805857721932000004e-01
5.050505050505050830e-01,-4.797979797979797567e+00,8.787906703852783608e-01
5.555555555555555802e-01,-4.797979797979797567e+00,8.769650994162212498e-01
6.060606060606060774e-01,-4.797979797979797567e+00,8.751084077389315041e-01
6.565656565656565746e-01,-4.797979797979797567e+00,8.732199312143471559e-01
7.070707070707070718e-01,-4.797979797979797567e+00,8.712989932346317801e-01
7.575757575757575690e-01,-4.797979797979797567e+00,8.693449048986146011e-01
8.080808080808080662e-01,-4.797979797979797567e+00,8.673569652462411739e-01
8.585858585858585634e-01,-4.797979797979797567e+00,8.653344615588167699e-01
9.090909090909090606e-01,-4.797979797979797567e+00,8.632766697332421302e-01
9.595959595959595578e-01,-4.797979797979797567e+00,8.611828547386899402e-01
1.010101010101010166e+00,-4.797979797979797567e+00,8.590522711655168564e-01
1.060606060606060552e+00,-4.797979797979797567e+00,8.568841638767885627e-01
1.111111111111111160e+00,-4.797979797979797567e+00,8.546777687743762897e-01
1.161616161616161547e+00,-4.797979797979797567e+00,8.524323136922689059e-01
1.212121212121212155e+00,-4.797979797979797567e+00,8.501470194314606488e-01
1.262626262626262541e+00,-4.797979797979797567e+00,8.478211009521068320e-01
1.313131313131313149e+00,-4.797979797979797567e+00,8.454537687400325296e-01
1.363636363636363535e+00,-4.797979797979797567e+00,8.430442303668783666e-01
1.414141414141414144e+00,-4.797979797979797567e+00,8.405916922644109945e-01
1.464646464646464530e+00,-4.797979797979797567e+00,8.380953617364923502e-01
1.515151515151515138e+00,-4.797979797979797567e+00,8.355544492335731377e-01
1.565656565656565524e+00,-4.797979797979797567e+00,8.329681709178302640e-01
1.616161616161616132e+00,-4.797979797979797567e+00,8.303357515493097196e-01
1.666666666666666741e+00,-4.797979797979797567e+00,8.276564277266338365e-01
1.717171717171717127e+00,-4.797979797979797567e+00,8.249294515191643029e-01
1.767676767676767735e+00,-4.797979797979797567e+00,8.221540945308838388e-01
1.818181818181818121e+00,-4.797979797979797567e+00,8.193296524399187319e-01
1.868686868686868729e+00,-4.797979797979797567e+00,8.164554500624525701e-01
1.919191919191919116e+00,-4.797979797979797567e+00,8.135308469934265929e-01
1.969696969696969724e+00,-4.797979797979797567e+00,8.105552438817689165e-01
2.020202020202020332e+00,-4.797979797979797567e+00,8.075280894033234347e-01
2.070707070707070496e+00,-4.797979797979797567e+00,8.044488879993032526e-01
2.121212121212121104e+00,-4.797979797979797567e+00,8.013172084552913077e-01
2.171717171717171713e+00,-4.797979797979797567e+00,7.981326934011860885e-01
2.222222222222222321e+00,-4.797979797979797567e+00,7.948950698196206588e-01
2.272727272727272485e+00,-4.797979797979797567e+00,7.916041606573003264e-01
2.323232323232323093e+00,-4.797979797979797567e+00,7.882598976413994762e-01
2.373737373737373701e+00,-4.797979797979797567e+00,7.848623354099970584e-01
2.424242424242424310e+00,-4.797979797979797567e+00,7.814116670741633186e-01
2.474747474747474918e+00,-4.797979797979797567e+00,7.779082413368918481e-01
2.525252525252525082e+00,-4.797979797979797567e+00,7.743525813011196135e-01
2.575757575757575690e+00,-4.797979797979797567e+00,7.707454051081938928e-01
2.626262626262626299e+00,-4.797979797979797567e+00,7.670876485533995037e-01
2.676767676767676907e+00,-4.797979797979797567e+00,7.633804898329898947e-01
2.727272727272727071e+00,-4.797979797979797567e+00,7.596253765810203618e-01
2.777777777777777679e+00,-4.797979797979797567e+00,7.558240553592412425e-01
2.828282828282828287e+00,-4.797979797979797567e+00,7.519786037633053866e-01
2.878787878787878896e+00,-4.797979797979797567e+00,7.480914653084091981e-01
2.929292929292929060e+00,-4.797979797979797567e+00,7.441654872519478658e-01
2.979797979797979668e+00,-4.797979797979797567e+00,7.402039615013933371e-01
3.030303030303030276e+00,-4.797979797979797567e+00,7.362106687407425909e-01
3.080808080808080884e+00,-4.797979797979797567e+00,7.321899258864306148e-01
3.131313131313131048e+00,-4.797979797979797567e+00,7.281466369532978433e-01
3.181818181818181657e+00,-4.797979797979797567e+00,7.240863473705161368e-01
3.232323232323232265e+00,-4.797979797979797567e+00,7.200153017338308814e-01
3.282828282828282873e+00,-4.797979797979797567e+00,7.159405049142293365e-01
3.333333333333333481e+00,-4.797979797979797567e+00,7.118697863579441787e-01
3.383838383838383645e+00,-4.797979797979797567e+00,7.078118673105713299e-01
3.434343434343434254e+00,-4.797979797979797567e+00,7.037764305727982617e-01
3.484848484848484862e+00,-4.797979797979797567e+00,6.997741922461457875e-01
3.535353535353535470e+00,-4.797979797979797567e+00,6.958169747521623094e-01
3.585858585858585634e+00,-4.797979797979797567e+00,6.919177802042995040e-01
3.636363636363636243e+00,-4.797979797979797567e+00,6.880908629798838660e-01
3.686868686868686851e+00,-4.797979797979797567e+00,6.843518000774047039e-01
3.737373737373737459e+00,-4.797979797979797567e+00,6.807175575566013492e-01
3.787878787878787623e+00,-4.797979797979797567e+00,6.772065510475187011e-01
3.838383838383838231e+00,-4.797979797979797567e+00,6.738386979887707184e-01
3.888888888888888840e+00,-4.797979797979797567e+00,6.706354589239644781e-01
3.939393939393939448e+00,-4.797979797979797567e+00,6.676198648647542200e-01
3.989898989898989612e+00,-4.797979797979797567e+00,6.648165274396973246e-01
4.040404040404040664e+00,-4.797979797979797567e+00,6.622516283126245185e-01
4.090909090909090828e+00,-4.797979797979797567e+00,6.599528842076622936e-01
4.141414141414140992e+00,-4.797979797979797567e+00,6.579494838492543352e-01
4.191919191919192045e+00,-4.797979797979797567e+00,6.562719932581231319e-01
4.242424242424242209e+00,-4.797979797979797567e+00,6.549522261717477534e-01
4.292929292929293261e+00,-4.797979797979797567e+00,6.540230769194721461e-01
4.343434343434343425e+00,-4.797979797979797567e+00,6.535183139033442501e-01
4.393939393939393590e+00,-4.797979797979797567e+00,6.534723329317095875e-01
4.444444444444444642e+00,-4.797979797979797567e+00,6.539198710196139075e-01
4.494949494949494806e+00,-4.797979797979797567e+00,6.548956828776510974e-01
4.545454545454544970e+00,-4.797979797979797567e+00,6.564341841033964897e-01
4.595959595959596022e+00,-4.797979797979797567e+00,6.585690669765007499e-01
4.646464646464646187e+00,-4.797979797979797567e+00,6.613328966261491360e-01
4.696969696969697239e+00,-4.797979797979797567e+00,6.647566970474443337e-01
4.747474747474747403e+00,-4.797979797979797567e+00,6.688695378456053220e-01
4.797979797979797567e+00,-4.797979797979797567e+00,6.736981335388811942e-01
4.848484848484848619e+00,-4.797979797979797567e+00,6.792664676336599427e-01
4.898989898989898784e+00,-4.797979797979797567e+00,6.855954534184576232e-01
4.949494949494949836e+00,-4.797979797979797567e+00,6.927026424808637728e-01
5.000000000000000000e+00,-4.797979797979797567e+00,7.006019903708065044e-01
0.000000000000000000e+00,-4.696969696969697239e+00,8.753840592647144092e-01
5.050505050505050414e-02,-4.696969696969697239e+00,8.738358126945939830e-01
1.010101010101010083e-01,-4.696969696969697239e+00,8.722618162833128963e-01
1.515151515151515194e-01,-4.696969696969697239e+00,8.706615057841631256e-01
2.020202020202020166e-01,-4.696969696969697239e+00,8.690343039205465914e-01
2.525252525252525415e-01,-4.696969696969697239e+00,8.673796202267354261e-01
3.030303030303030387e-01,-4.696969696969697239e+00,8.656968509067333173e-01
3.535353535353535359e-01,-4.696969696969697239e+00,8.639853787145135300e-01
4.040404040404040331e-01,-4.696969696969697239e+00,8.622445728585539371e-01
4.545454545454545303e-01,-4.696969696969697239e+00,8.604737889346658619e-01
5.050505050505050830e-01,-4.696969696969697239e+00,8.586723688907582641e-01
5.555555555555555802e-01,-4.696969696969697239e+00,8.568396410284364606e-01
6.060606060606060774e-01,-4.696969696969697239e+00,8.549749200463665488e-01
6.565656565656565746e-01,-4.696969696969697239e+00,8.530775071304645962e-01
7.070707070707070718e-01,-4.696969696969697239e+00,8.511466900979769434e-01
7.575757575757575690e-01,-4.696969696969697239e+00,8.491817436014770237e-01
8.080808080808080662e-01,-4.696969696969697239e+00,8.471819294007474355e-01
8.585858585858585634e-01,-4.696969696969697239e+00,8.451464967109245663e-01
9.090909090909090606e-01,-4.696969696969697239e+00,8.430746826360220325e-01
9.595959595959595578e-01,-4.696969696969697239e+00,8.409657126985052855e-01
1.010101010101010166e+00,-4.696969696969697239e+00,8.388188014757993471e-01
1.060606060606060552e+00,-4.696969696969697239e+00,8.366331533568072132e-01
1.111111111111111160e+00,-4.696969696969697239e+00,8.344079634322305594e-01
1.161616161616161547e+00,-4.696969696969697239e+00,8.321424185338877066e-01
1.212121212121212155e+00,-4.696969696969697239e+00,8.298356984405010905e-01
1.262626262626262541e+00,-4.696969696969697239e+00,8.274869772684141367e-01
1.313131313131313149e+00,-4.696969696969697239e+00,8.250954250680813118e-01
1.363636363636363535e+00,-4.696969696969697239e+00,8.226602096495092553e-01
1.414141414141414144e+00,-4.696969696969697239e+00,8.201804986616387794e-01
1.464646464646464530e+00,-4.696969696969697239e+00,8.176554619535352231e-01
1.515151515151515138e+00,-4.696969696969697239e+00,8.150842742486261727e-01
1.565656565656565524e+00,-4.696969696969697239e+00,8.124661181650623121e-01
1.616161616161616132e+00,-4.696969696969697239e+00,8.098001876200520144e-01
1.666666666666666741e+00,-4.696969696969697239e+00,8.070856916587878516e-01
1.717171717171717127e+00,-4.696969696969697239e+00,8.043218587532088293e-01
1.767676767676767735e+00,-4.696969696969697239e+00,8.015079416198283013e-01
1.818181818181818121e+00,-4.696969696969697239e+00,7.986432226107922361e-01
1.868686868686868729e+00,-4.696969696969697239e+00,7.957270197378711885e-01
1.919191919191919116e+00,-4.696969696969697239e+00,7.927586933941093150e-01
1.969696969696969724e+00,-4.696969696969697239e+00,7.897376538442983929e-01
2.020202020202020332e+00,-4.696969696969697239e+00,7.866633695618929778e-01
2.070707070707070496e+00,-4.696969696969697239e+00,7.835353764969426038e-01
2.121212121212121104e+00,-4.696969696969697239e+00,7.803532883667969600e-01
2.171717171717171713e+00,-4.696969696969697239e+00,7.771168080698629410e-01
2.222222222222222321e+00,-4.696969696969697239e+00,7.738257403300856652e-01
2.272727272727272485e+00,-4.696969696969697239e+00,7.704800056892651128e-01
2.323232323232323093e+00,-4.696969696969697239e+00,7.670796559728820796e-01
2.373737373737373701e+00,-4.696969696969697239e+00,7.636248913645253822e-01
2.424242424242424310e+00,-4.696969696969697239e+00,7.601160792332528615e-01
2.474747474747474918e+00,-4.696969696969697239e+00,7.565537748672070961e-01
2.525252525252525082e+00,-4.696969696969697239e+00,7.529387442762747185e-01
2.575757575757575690e+00,-4.696969696969697239e+00,7.492719892344119614e-01
2.626262626262626299e+00,-4.696969696969697239e+00,7.455547747401141123e-01
2.676767676767676907e+00,-4.696969696969697239e+00,7.417886590788320689e-01
2.727272727272727071e+00,-4.696969696969697239e+00,7.379755266762444421e-01
2.777777777777777679e+00,-4.696969696969697239e+00,7.341176239315032603e-01
2.828282828282828287e+00,-4.696969696969697239e+00,7.302175982185765690e-01
2.878787878787878896e+00,-4.696969696969697239e+00,7.262785402363540754e-01
2.929292929292929060e+00,-4.696969696969697239e+00,7.223040298761773670e-01
2.979797979797979668e+00,-4.696969696969697239e+00,7.182981857564563200e-01
3.030303030303030276e+00,-4.696969696969697239e+00,7.142657185446452672e-01
3.080808080808080884e+00,-4.696969696969697239e+00,7.102119881488739850e-01
3.131313131313131048e+00,-4.696969696969697239e+00,7.061430648087103634e-01
3.181818181818181657e+00,-4.696969696969697239e+00,7.020657940475167891e-01
3.232323232323232265e+00,-4.696969696969697239e+00,6.979878653623501350e-01
3.282828282828282873e+00,-4.696969696969697239e+00,6.939178844212534614e-01
3.333333333333333481e+00,-4.696969696969697239e+00,6.898654484056550018e-01
3.383838383838383645e+00,-4.696969696969697239e+00,6.858412239772420094e-01
3.434343434343434254e+00,-4.696969696969697239e+00,6.818570271592143683e-01
3.484848484848484862e+00,-4.696969696969697239e+00,6.779259041999026181e-01
3.535353535353535470e+00,-4.696969696969697239e+00,6.740622122295611973e-01
3.585858585858585634e+00,-4.696969696969697239e+00,6.702816982291821546e-01
3.636363636363636243e+00,-4.696969696969697239e+00,6.666015745041740104e-01
3.686868686868686851e+00,-4.696969696969697239e+00,6.630405884991965593e-01
3.737373737373737459e+00,-4.696969696969697239e+00,6.596190844120712882e-01
3.787878787878787623e+00,-4.696969696969697239e+00,6.563590536729400071e-01
3.838383838383838231e+00,-4.696969696969697239e+00,6.532841709699184207e-01
